,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use,elevation_1,elevation_6,elevation_11,elevation_16,elevation_21,elevation_2,elevation_7,elevation_12,elevation_17,elevation_22,elevation_3,elevation_8,elevation_13,elevation_18,elevation_23,elevation_4,elevation_9,elevation_14,elevation_19,elevation_24,elevation_5,elevation_10,elevation_15,elevation_20,elevation_25,slope_1,slope_6,slope_11,slope_16,slope_21,slope_2,slope_7,slope_12,slope_17,slope_22,slope_3,slope_8,slope_13,slope_18,slope_23,slope_4,slope_9,slope_14,slope_19,slope_24,slope_5,slope_10,slope_15,slope_20,slope_25,aspect_1,aspect_6,aspect_11,aspect_16,aspect_21,aspect_2,aspect_7,aspect_12,aspect_17,aspect_22,aspect_3,aspect_8,aspect_13,aspect_18,aspect_23,aspect_4,aspect_9,aspect_14,aspect_19,aspect_24,aspect_5,aspect_10,aspect_15,aspect_20,aspect_25,placurv_1,placurv_6,placurv_11,placurv_16,placurv_21,placurv_2,placurv_7,placurv_12,placurv_17,placurv_22,placurv_3,placurv_8,placurv_13,placurv_18,placurv_23,placurv_4,placurv_9,placurv_14,placurv_19,placurv_24,placurv_5,placurv_10,placurv_15,placurv_20,placurv_25,procurv_1,procurv_6,procurv_11,procurv_16,procurv_21,procurv_2,procurv_7,procurv_12,procurv_17,procurv_22,procurv_3,procurv_8,procurv_13,procurv_18,procurv_23,procurv_4,procurv_9,procurv_14,procurv_19,procurv_24,procurv_5,procurv_10,procurv_15,procurv_20,procurv_25
3295,101462,15.2422255,-91.2768114,0,2018-01-30,I,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII,1783.0,1783.0,1782.0,1782.0,1782.0,1800.0,1800.0,1798.0,1798.0,1798.0,1800.0,1800.0,1798.0,1798.0,1798.0,1800.0,1800.0,1798.0,1798.0,1798.0,1812.0,1812.0,1808.0,1808.0,1808.0,40.364536,40.02451,39.1766,38.65981,40.468136,40.364536,40.09934,39.255623,38.65981,40.09934,0.0,5.710593,5.710593,0.0,2.8624053,30.963757,30.473837,28.354664,26.565052,27.197277,30.963757,31.007584,28.960081,26.565052,27.142056,0.0,4.2678933,4.3987055,0.0,10.98065,0.0,5.964487,6.1466255,0.0,5.964487,270.0,90.0,90.0,270.0,90.0,0.0,12.264773,13.392498,0.0,4.184916,0.0,16.927513,18.434948,0.0,1.397181,-0.0,9.672414,-10.272374,-0.0,24.705883,-0.0,22.627987,-16.615385,-0.0,9.649806,0.0,-0.0,-0.0,0.0,-0.0,-0.0,17.837837,-21.153847,-0.0,8.415842,-0.0,51.0,-17.241379,-0.0,-0.0,170.0,169.67241,159.72763,160.0,144.70589,-170.0,-167.37201,-156.61539,-160.0,-160.3502,0.0,-20.0,20.0,0.0,-10.0,120.0,117.83784,98.84615,100.0,98.41584,-120.0,-109.0,-77.24138,-100.0,-100.0
3296,101463,15.23428862,-91.96579927,0,2021-11-07,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII,3116.0,3121.0,3121.0,3121.0,3125.0,3116.0,3121.0,3121.0,3121.0,3125.0,3116.0,3121.0,3121.0,3121.0,3125.0,3112.0,3119.0,3119.0,3119.0,3123.0,3112.0,3119.0,3119.0,3119.0,3123.0,14.036243,14.036243,0.0,11.309933,11.309933,14.036243,14.036243,0.0,11.309933,10.024988,18.053904,16.808315,5.710593,12.6043825,10.2193775,20.260141,19.198614,5.710593,12.6043825,10.779772,19.290047,19.290047,0.0,11.309933,11.309933,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,261.8699,237.52881,245.55605,180.0,243.43495,236.30994,241.69925,248.9625,180.0,243.43495,246.8014,270.0,270.0,270.0,270.0,270.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,3.3848262e-15,20.689655,-0.0,8.0,40.0,-51.69231,-15.849057,-0.0,-24.0,-12.0,-0.0,-0.0,0.0,-0.0,-0.0,50.0,-50.0,0.0,40.0,-40.0,50.0,-50.0,0.0,40.0,-40.0,10.0,-49.310345,-20.0,28.0,-40.0,58.307693,-65.84906,20.0,36.0,-32.0,70.0,-70.0,0.0,40.0,-40.0
3297,101464,15.23817929,-91.57304334,0,2021-06-14,Pzm,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Si,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Andisoles,VII,2126.0,2126.0,2126.0,2126.0,2126.0,2126.0,2126.0,2126.0,2126.0,2126.0,2126.0,2126.0,2126.0,2126.0,2126.0,2128.0,2128.0,2128.0,2129.0,2129.0,2128.0,2128.0,2128.0,2129.0,2129.0,9.039936,19.583334,26.055868,29.41207,30.963757,0.0,0.0,0.0,0.0,0.0,5.0511527,5.710593,6.457955,7.8609586,8.530766,5.438008,5.710593,6.762861,8.1112795,8.530766,3.1996014,1.0127504,2.8624053,2.8624053,0.0,45.0,18.434948,4.3987055,3.8140748,0.0,270.0,270.0,270.0,270.0,270.0,351.8699,0.0,353.65982,354.80557,0.0,336.80142,0.0,341.56506,344.74487,0.0,243.43495,225.0,270.0,270.0,270.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.0,-0.0,-2.0,13.5,-0.0,10.0,0.0,-0.0,-0.0,0.0,0.0,-90.0,-90.0,-120.0,-120.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,30.0,30.0,-16.0,-20.0,-12.0,-26.5,-30.0,-10.0,0.0,10.0,-10.0,0.0
3298,101465,15.23879667,-91.72992197,0,2018-04-26,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Sl,Ceniza Volcánica Pomácea,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franco-Arenosa-Fina,Media,Regular,Andisoles,VII,2556.0,2556.0,2556.0,2546.0,2546.0,2556.0,2556.0,2556.0,2546.0,2546.0,2556.0,2556.0,2556.0,2546.0,2546.0,2563.0,2563.0,2563.0,2553.0,2553.0,2563.0,2563.0,2563.0,2553.0,2553.0,27.470636,24.227745,32.512516,31.181736,19.290047,14.036243,0.0,26.565052,26.565052,0.0,24.939693,19.290047,31.396877,31.396877,19.290047,26.392256,19.290047,31.396877,31.396877,19.290047,19.290047,0.0,26.565052,26.565052,0.0,27.18111,0.0,48.17983,51.709835,0.0,90.0,270.0,90.0,90.0,270.0,36.253838,0.0,55.00798,55.00798,0.0,40.914383,0.0,55.00798,55.00798,0.0,90.0,270.0,90.0,90.0,270.0,-14.858491,-0.0,99.44752,18.791946,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-52.027027,-0.0,-14.09396,-79.865776,-0.0,5.0,-0.0,79.865776,14.09396,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-54.85849,-90.0,-90.55249,48.791946,-70.0,50.0,0.0,-100.0,100.0,0.0,67.97298,70.0,-44.09396,90.13423,70.0,5.0,-70.0,-90.13423,44.09396,-70.0,70.0,0.0,-100.0,100.0,0.0
3299,101466,15.21084201,-89.04964381,0,2017-12-04,Qa,Finales del Terciario hasta llegar al actual.,Depresión del Motagua,Rocas Sedimentarias,Ga,Esquisto o Esquisto Arcilloso,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa a más Liviana,Moderadamente Fina,Muy Alto,Inceptisoles,III,81.0,81.0,80.0,80.0,80.0,81.0,81.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,2.8624053,2.8624053,0.0,0.0,2.8624053,3.0357237,2.263636,0.0,0.0,2.8624053,2.263636,1.0127504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,90.0,90.0,270.0,270.0,180.0,135.0,108.43495,270.0,270.0,180.0,161.56505,135.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,12.5,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,10.0,0.0,0.0,-10.0,-7.5,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,101467,15.23595071,-90.04628237,0,2019-12-22,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VI,624.0,624.0,624.0,626.0,626.0,624.0,624.0,624.0,626.0,626.0,615.0,615.0,615.0,610.0,610.0,615.0,615.0,615.0,610.0,610.0,615.0,615.0,615.0,610.0,610.0,16.699244,0.0,5.710593,5.710593,0.0,23.620789,24.227745,28.26449,35.474037,38.65981,20.928177,24.227745,29.315384,36.15918,38.65981,0.0,0.0,14.036243,14.036243,0.0,36.8699,36.8699,38.883385,39.695995,38.65981,270.0,270.0,270.0,270.0,270.0,210.96376,180.0,181.33221,181.00508,180.0,191.30994,180.0,163.17859,167.1523,180.0,270.0,270.0,90.0,90.0,270.0,180.0,180.0,161.00334,161.56505,180.0,-0.0,0.0,-0.0,-0.0,0.0,83.07693,-0.0,-7.4117646,26.461538,-0.0,-0.0,-0.0,2.1226416,-69.75089,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,58.5,-32.740215,-0.0,-60.0,0.0,20.0,-20.0,0.0,-66.92308,-90.0,-77.411766,-153.53847,-160.0,90.0,90.0,42.122643,140.24911,160.0,0.0,0.0,-50.0,50.0,0.0,-150.0,-150.0,-141.5,-142.74022,-160.0
3301,101468,15.22804404,-90.14583367,0,2016-09-12,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VIII,648.0,648.0,648.0,648.0,653.0,644.0,644.0,644.0,644.0,646.0,644.0,644.0,644.0,644.0,646.0,644.0,644.0,644.0,644.0,646.0,636.0,636.0,636.0,636.0,635.0,16.835445,11.309933,11.309933,17.676495,20.70185,15.822444,11.309933,11.309933,15.34595,18.850546,11.309933,0.0,0.0,5.710593,5.710593,21.665758,21.80141,21.80141,23.842636,27.307167,20.45103,21.80141,21.80141,23.637964,27.142056,231.70984,180.0,180.0,221.82018,214.2157,228.57634,180.0,180.0,210.06859,203.7495,270.0,270.0,270.0,270.0,270.0,204.14554,180.0,180.0,188.1301,186.95296,193.57043,180.0,180.0,178.36342,178.60281,46.341465,-0.0,-0.0,12.195122,63.851353,2.5,-0.0,-0.0,-18.0,17.169811,-0.0,0.0,0.0,-0.0,-0.0,54.0,-0.0,-0.0,-10.588236,25.52,10.461538,-0.0,-0.0,6.769231,-12.172132,-43.65854,-40.0,-40.0,22.195122,-56.14865,2.5,40.0,40.0,42.0,67.169815,-40.0,0.0,0.0,20.0,-20.0,-66.0,-80.0,-80.0,-70.588234,-104.48,80.46154,80.0,80.0,76.76923,107.82787
3302,101469,15.23611353,-90.84330176,0,2021-01-09,I,"Finales Creático, principios del Terciario, fines del Plioceno y el Cuaternario",Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Zc,Ceniza Volcánica,Drenaje Excesivo,Franco-Arenosa,Media,Franco-Arenosa,Media,Alto,Entisoles,VII,916.0,916.0,916.0,926.0,926.0,914.0,914.0,914.0,917.0,917.0,914.0,914.0,914.0,917.0,917.0,914.0,914.0,914.0,917.0,917.0,906.0,906.0,906.0,908.0,908.0,20.928177,5.710593,24.375957,28.77326,24.227745,18.445688,5.710593,16.835445,23.430626,24.227745,16.699244,0.0,8.530766,8.530766,0.0,20.70185,21.80141,23.500038,24.636114,24.227745,17.470976,21.80141,23.149895,24.310253,24.227745,258.69006,180.0,245.55605,228.69139,180.0,257.00537,180.0,231.70984,213.2317,180.0,270.0,270.0,270.0,270.0,270.0,214.2157,180.0,198.43495,197.44719,180.0,186.84277,180.0,195.25511,194.42078,180.0,25.882353,-0.0,22.115385,111.878456,-0.0,-9.0,-0.0,-6.923077,28.5,-0.0,-0.0,0.0,-0.0,-0.0,0.0,84.0,-0.0,-14.79452,37.5,-0.0,-15.384616,-0.0,-22.352942,15.882353,-0.0,-74.117645,-20.0,102.11539,-78.12155,-90.0,-49.0,20.0,43.076923,88.5,90.0,-60.0,0.0,30.0,-30.0,0.0,-56.0,-80.0,-64.794525,-82.5,-90.0,74.61539,80.0,77.64706,85.882355,90.0
3303,101470,15.23522586,-90.53875206,0,2021-11-15,Pi,"Finales Creático, principios del Terciario, fines del Plioceno y el Cuaternario",Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sn,Serpentina,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Ultisoles,VIII,1006.0,1006.0,994.0,994.0,994.0,1006.0,1006.0,994.0,994.0,994.0,1006.0,1006.0,994.0,994.0,994.0,1021.0,1021.0,1014.0,1014.0,1014.0,1021.0,1021.0,1014.0,1014.0,1014.0,33.02387,39.14356,36.62355,24.227745,28.922886,0.0,30.963757,30.963757,0.0,19.290047,36.8699,44.25122,47.219883,45.0,46.250423,36.8699,42.34025,45.68601,45.0,46.765358,0.0,19.290047,19.290047,0.0,24.227745,0.0,42.51045,47.72631,0.0,37.64762,270.0,90.0,90.0,270.0,90.0,0.0,33.486168,29.827085,0.0,21.037512,0.0,26.916555,23.749495,0.0,23.552263,270.0,90.0,90.0,270.0,90.0,-0.0,134.5687,24.0,-0.0,79.96154,0.0,-0.0,-0.0,0.0,-0.0,-0.0,2.4390244,-152.20589,-0.0,43.65256,-0.0,74.72628,-48.32962,-0.0,112.26611,0.0,-0.0,-0.0,0.0,-0.0,-130.0,-115.43131,54.0,-90.0,-80.03846,0.0,-120.0,120.0,0.0,-70.0,150.0,32.439026,167.79411,200.0,173.65256,-150.0,-145.27373,-178.32962,-200.0,-177.73389,0.0,-70.0,70.0,0.0,-90.0
3304,101471,15.24876837,-91.97354596,0,2017-02-18,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII,2921.0,2921.0,2921.0,2926.0,2926.0,2921.0,2921.0,2921.0,2926.0,2926.0,2921.0,2921.0,2921.0,2926.0,2926.0,2922.0,2922.0,2922.0,2929.0,2929.0,2922.0,2922.0,2922.0,2929.0,2929.0,18.053904,11.309933,17.676495,18.56595,14.036243,16.699244,0.0,14.036243,14.036243,0.0,16.916517,2.8624053,15.909876,16.808315,8.530766,16.916517,2.8624053,18.445688,19.198614,8.530766,16.699244,0.0,19.290047,19.290047,0.0,302.4712,0.0,311.82016,315.0,0.0,270.0,270.0,270.0,270.0,270.0,279.4623,0.0,285.25513,294.44397,0.0,279.4623,0.0,282.99463,291.0375,0.0,270.0,270.0,270.0,270.0,270.0,50.76923,-0.0,7.3170733,52.5,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-8.1081085,-0.0,-9.615385,-4.4117646,-0.0,11.351352,-0.0,9.8,39.827587,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-49.23077,-40.0,17.317074,-47.5,-50.0,-60.0,0.0,50.0,-50.0,0.0,-58.10811,10.0,50.384617,-24.411764,30.0,-58.64865,-10.0,69.8,-60.172413,-30.0,-60.0,0.0,70.0,-70.0,0.0
3305,101473,15.25346323,-92.05457159,0,2022-04-21,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VII,2357.0,2357.0,2364.0,2364.0,2364.0,2357.0,2357.0,2364.0,2364.0,2364.0,2344.0,2344.0,2350.0,2350.0,2350.0,2344.0,2344.0,2350.0,2350.0,2350.0,2344.0,2344.0,2350.0,2350.0,2350.0,0.0,19.290047,19.290047,0.0,30.963757,33.02387,36.631306,37.447556,34.99202,42.779255,33.02387,36.222935,37.059753,34.99202,41.832542,0.0,16.699244,16.699244,0.0,26.565052,36.8699,38.46758,36.83931,33.02387,39.438465,270.0,270.0,270.0,270.0,270.0,180.0,206.99583,206.14684,180.0,218.41806,180.0,205.25316,204.44395,180.0,215.90973,270.0,270.0,270.0,270.0,270.0,180.0,204.14554,205.70996,180.0,216.34746,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-22.958715,86.0,-0.0,-4.9411764,-0.0,-70.39024,30.775862,-0.0,-108.78378,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-34.482758,68.48781,-0.0,-12.081784,0.0,70.0,-70.0,0.0,120.0,-130.0,-82.95872,-124.0,-140.0,-24.941177,130.0,119.60976,110.77586,140.0,131.21622,0.0,60.0,-60.0,0.0,100.0,-150.0,-124.48276,-121.5122,-130.0,-42.081783
3306,101474,15.26844359,-91.18378486,0,2018-09-15,I,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII,1579.0,1579.0,1579.0,1578.0,1578.0,1579.0,1579.0,1579.0,1578.0,1578.0,1579.0,1579.0,1579.0,1578.0,1578.0,1583.0,1583.0,1583.0,1582.0,1582.0,1583.0,1583.0,1583.0,1582.0,1582.0,5.710593,0.0,2.8624053,2.8624053,0.0,5.710593,0.0,2.8624053,2.8624053,4.044691,12.137064,11.309933,11.648635,11.648635,12.6043825,13.900669,11.309933,11.648635,11.648635,8.984877,11.309933,0.0,2.8624053,2.8624053,0.0,270.0,270.0,90.0,90.0,270.0,270.0,270.0,90.0,90.0,315.0,324.4623,0.0,14.036243,14.036243,333.43494,315.0,0.0,14.036243,14.036243,341.56506,270.0,270.0,90.0,90.0,270.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,12.0,-0.0,7.0588236,-11.764706,-40.0,45.0,-0.0,11.764706,-7.0588236,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-20.0,0.0,-10.0,10.0,0.0,-20.0,0.0,-10.0,10.0,0.0,32.0,40.0,37.058823,38.235294,40.0,-35.0,-40.0,-38.235294,-37.058823,-40.0,-40.0,0.0,-10.0,10.0,0.0
3307,101476,15.25009721,-91.30226751,0,2018-10-17,I,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII,1755.0,1755.0,1757.0,1757.0,1757.0,1755.0,1755.0,1757.0,1757.0,1757.0,1755.0,1755.0,1757.0,1757.0,1757.0,1753.0,1753.0,1753.0,1753.0,1753.0,1753.0,1753.0,1753.0,1753.0,1753.0,5.710593,8.293805,10.779772,11.309933,12.0170355,0.0,5.710593,5.710593,0.0,0.0,5.710593,8.293805,10.779772,11.309933,10.642691,5.710593,7.2646265,10.024988,11.309933,10.825044,0.0,0.0,0.0,0.0,2.8624053,0.0,329.03625,336.80142,0.0,3.3664606,270.0,270.0,270.0,270.0,270.0,180.0,210.96376,203.1986,180.0,183.81407,180.0,191.30994,188.1301,180.0,191.30994,270.0,270.0,270.0,270.0,270.0,-0.0,5.0,28.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,5.0,28.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-12.941176,0.0,0.0,0.0,0.0,-0.0,-20.0,5.0,-32.0,-40.0,-40.0,0.0,20.0,-20.0,0.0,0.0,-20.0,5.0,-32.0,-40.0,-40.0,20.0,20.0,40.0,40.0,37.058823,0.0,0.0,0.0,0.0,10.0
3308,101477,15.23624213,-90.23200865,0,2019-03-15,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cr,Ceniza Volcánica,Buen Drenaje,Franco-Limosa a Franca Arcillosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Bajo,Andisoles,VIII,1553.0,1552.0,1552.0,1552.0,1548.0,1553.0,1552.0,1552.0,1552.0,1548.0,1552.0,1551.0,1551.0,1551.0,1547.0,1552.0,1551.0,1551.0,1551.0,1547.0,1552.0,1551.0,1551.0,1551.0,1547.0,2.8624053,2.8624053,0.0,11.309933,11.309933,4.16874,4.044691,2.8624053,11.648635,11.648635,5.1506524,4.044691,2.8624053,11.648635,11.648635,3.6469705,2.8624053,0.0,11.309933,11.309933,2.8624053,2.8624053,0.0,11.309933,11.309933,90.0,90.0,270.0,90.0,90.0,120.96375,135.0,180.0,104.03625,104.03625,123.69007,135.0,180.0,104.03625,104.03625,101.30993,90.0,270.0,90.0,90.0,90.0,90.0,270.0,90.0,90.0,-0.0,-0.0,0.0,-0.0,-0.0,7.5,-0.0,-0.0,11.764706,7.0588236,-8.0,-10.0,-0.0,-7.0588236,-11.764706,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-10.0,10.0,0.0,-40.0,40.0,-12.5,0.0,-10.0,-38.235294,37.058823,2.0,10.0,10.0,-37.058823,38.235294,-10.0,10.0,0.0,-40.0,40.0,-10.0,10.0,0.0,-40.0,40.0
3309,101478,15.26717459,-90.74742274,0,2017-04-16,Pi,"Finales Creático, principios del Terciario, fines del Plioceno y el Cuaternario",Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Inceptisoles,VII,1784.0,1784.0,1784.0,1788.0,1788.0,1788.0,1788.0,1788.0,1793.0,1793.0,1788.0,1788.0,1788.0,1793.0,1793.0,1788.0,1788.0,1788.0,1793.0,1793.0,1795.0,1795.0,1795.0,1798.0,1798.0,11.179986,11.309933,16.726595,17.676495,14.036243,11.690208,11.309933,17.676495,18.56595,14.036243,5.710593,0.0,14.036243,14.036243,0.0,20.45103,19.290047,21.56813,19.560978,14.036243,20.195969,19.290047,20.260141,18.053904,14.036243,341.56506,0.0,315.0,318.17984,0.0,334.9831,0.0,311.82016,315.0,0.0,270.0,270.0,270.0,270.0,270.0,346.42957,0.0,325.30484,320.7106,0.0,350.2176,0.0,331.69925,327.5288,0.0,8.235294,-0.0,-37.5,7.3170733,-0.0,26.0,-0.0,7.3170733,52.5,-0.0,-0.0,0.0,-0.0,-0.0,0.0,11.886792,-0.0,-61.48649,-5.0,-0.0,10.5,-0.0,-18.103449,30.882353,-0.0,38.235294,40.0,42.5,17.317074,50.0,-34.0,-40.0,17.317074,-47.5,-50.0,-20.0,0.0,50.0,-50.0,0.0,61.886795,70.0,58.513515,-5.0,50.0,-69.5,-70.0,-58.10345,-49.11765,-50.0
3310,101479,15.25313303,-90.10134245,0,2019-05-06,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VI,830.0,830.0,830.0,840.0,840.0,830.0,830.0,830.0,840.0,840.0,830.0,830.0,830.0,840.0,840.0,833.0,833.0,833.0,842.0,842.0,833.0,833.0,833.0,842.0,842.0,27.938353,2.8624053,26.055868,25.99665,0.0,28.810795,0.0,26.565052,26.565052,0.0,28.960081,8.530766,26.863125,26.579369,5.710593,26.849054,8.530766,25.75761,25.453787,5.710593,24.227745,0.0,24.227745,24.227745,0.0,261.8699,180.0,265.6013,268.5312,270.0,270.0,270.0,270.0,270.0,270.0,288.43494,0.0,285.75116,282.99463,0.0,290.22485,0.0,286.55707,283.6713,0.0,270.0,270.0,270.0,270.0,270.0,-9.918033,-0.0,-11.386139,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-22.846153,-0.0,-37.155964,-16.346153,-0.0,33.0,-0.0,16.5,22.235294,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-109.91804,10.0,98.61386,-100.0,0.0,-110.0,0.0,100.0,-100.0,0.0,-102.84615,30.0,92.84404,-96.34615,20.0,-87.0,-30.0,76.5,-87.76471,-20.0,-90.0,0.0,90.0,-90.0,0.0
3311,101480,15.25202441,-90.72257028,0,2016-08-04,Pi,"Finales Creático, principios del Terciario, fines del Plioceno y el Cuaternario",Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Inceptisoles,VII,2441.0,2446.0,2446.0,2446.0,2447.0,2431.0,2438.0,2438.0,2438.0,2442.0,2431.0,2438.0,2438.0,2438.0,2442.0,2431.0,2438.0,2438.0,2438.0,2442.0,2423.0,2429.0,2429.0,2429.0,2431.0,28.76073,26.849054,21.80141,20.45103,16.726595,29.922287,28.147821,21.80141,21.665758,18.275606,19.290047,19.290047,0.0,11.309933,11.309933,28.056507,28.922886,24.227745,26.849054,28.960081,27.361837,28.26449,24.227745,26.158981,28.354664,210.06859,212.90524,180.0,193.57043,196.9275,214.38034,217.40535,180.0,204.14554,209.47589,270.0,270.0,270.0,270.0,270.0,219.28941,217.64761,180.0,200.22485,198.43495,217.14668,215.53767,180.0,194.74356,193.3925,-24.0,53.932587,-0.0,-10.461538,8.653847,-84.56376,-1.8421842e-15,-0.0,-54.0,-2.4390244,-0.0,-0.0,0.0,-0.0,-0.0,-2.4778762,79.96154,-0.0,-14.845361,51.386864,-64.8,16.153847,-0.0,-21.176472,17.6,-74.0,-76.06741,-80.0,-80.46154,-51.346153,85.43624,10.0,80.0,66.0,7.5609756,70.0,-70.0,0.0,40.0,-40.0,-12.477877,-80.03846,-90.0,-64.84536,-98.613144,75.200005,46.153847,90.0,88.82353,107.6
