,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use,elevation_1,elevation_6,elevation_11,elevation_16,elevation_21,elevation_2,elevation_7,elevation_12,elevation_17,elevation_22,elevation_3,elevation_8,elevation_13,elevation_18,elevation_23,elevation_4,elevation_9,elevation_14,elevation_19,elevation_24,elevation_5,elevation_10,elevation_15,elevation_20,elevation_25,slope_1,slope_6,slope_11,slope_16,slope_21,slope_2,slope_7,slope_12,slope_17,slope_22,slope_3,slope_8,slope_13,slope_18,slope_23,slope_4,slope_9,slope_14,slope_19,slope_24,slope_5,slope_10,slope_15,slope_20,slope_25,aspect_1,aspect_6,aspect_11,aspect_16,aspect_21,aspect_2,aspect_7,aspect_12,aspect_17,aspect_22,aspect_3,aspect_8,aspect_13,aspect_18,aspect_23,aspect_4,aspect_9,aspect_14,aspect_19,aspect_24,aspect_5,aspect_10,aspect_15,aspect_20,aspect_25,placurv_1,placurv_6,placurv_11,placurv_16,placurv_21,placurv_2,placurv_7,placurv_12,placurv_17,placurv_22,placurv_3,placurv_8,placurv_13,placurv_18,placurv_23,placurv_4,placurv_9,placurv_14,placurv_19,placurv_24,placurv_5,placurv_10,placurv_15,placurv_20,placurv_25,procurv_1,procurv_6,procurv_11,procurv_16,procurv_21,procurv_2,procurv_7,procurv_12,procurv_17,procurv_22,procurv_3,procurv_8,procurv_13,procurv_18,procurv_23,procurv_4,procurv_9,procurv_14,procurv_19,procurv_24,procurv_5,procurv_10,procurv_15,procurv_20,procurv_25
3312,101481,15.25896272,-91.66898086,0,2021-05-06,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII,1622.0,1622.0,1617.0,1617.0,1617.0,1622.0,1622.0,1617.0,1617.0,1617.0,1622.0,1622.0,1617.0,1617.0,1617.0,1622.0,1622.0,1617.0,1617.0,1617.0,1622.0,1622.0,1617.0,1617.0,1617.0,0.0,14.036243,14.036243,0.0,8.530766,0.0,14.036243,14.036243,0.0,9.256682,0.0,14.036243,14.036243,0.0,10.642691,0.0,14.036243,14.036243,0.0,11.309933,5.710593,15.938891,16.50623,8.530766,14.036243,270.0,90.0,90.0,270.0,90.0,270.0,90.0,90.0,270.0,94.398705,270.0,90.0,90.0,270.0,93.81407,270.0,90.0,90.0,270.0,90.0,180.0,113.19859,117.64597,180.0,126.869896,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,22.413794,6.617647,-0.0,33.600002,0.0,-50.0,50.0,0.0,-30.0,0.0,-50.0,50.0,0.0,-30.0,0.0,-50.0,50.0,0.0,-40.0,0.0,-50.0,50.0,0.0,-40.0,-20.0,-47.58621,26.617647,-30.0,-36.4
3313,101482,15.24294294,-89.89399481,0,2017-03-02,CPsr,Mesozóico hasta el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII,747.0,747.0,747.0,760.0,760.0,747.0,747.0,747.0,760.0,760.0,747.0,747.0,747.0,760.0,760.0,739.0,739.0,739.0,751.0,751.0,739.0,739.0,739.0,751.0,751.0,12.137064,16.699244,34.96625,34.58351,14.036243,0.0,0.0,33.02387,33.02387,0.0,21.80141,21.80141,37.210026,37.710598,24.227745,21.80141,21.80141,36.44412,36.968903,24.227745,0.0,0.0,30.963757,30.963757,0.0,234.46233,180.0,245.72556,247.61986,180.0,270.0,270.0,270.0,270.0,270.0,180.0,180.0,237.09476,235.53918,180.0,180.0,180.0,236.04094,234.46233,180.0,270.0,270.0,270.0,270.0,270.0,-0.0,-0.0,-74.19512,-28.479382,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,24.549356,105.3,-0.0,-0.0,-0.0,-90.0,-12.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,60.0,60.0,115.80488,-108.479385,50.0,0.0,0.0,130.0,-130.0,0.0,-80.0,-80.0,74.549355,-114.700005,-90.0,80.0,80.0,110.0,-42.0,90.0,0.0,0.0,120.0,-120.0,0.0
3314,101483,15.3457861,-91.18810168,0,2019-11-28,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ce,Esquisto Arcilloso,Buen Drenaje,Franco-Arcillo-Limosa,Moderadamente Fina,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,Alto,Alfisoles,VII,1746.0,1726.0,1726.0,1726.0,1718.0,1746.0,1726.0,1726.0,1726.0,1718.0,1746.0,1726.0,1726.0,1726.0,1718.0,1747.0,1734.0,1734.0,1734.0,1725.0,1747.0,1734.0,1734.0,1734.0,1725.0,44.946186,43.59052,8.530766,22.351097,21.97409,45.0,45.0,0.0,21.80141,21.80141,42.700867,43.965538,21.80141,29.508194,28.77326,36.877537,38.69389,21.80141,30.303446,29.603762,33.02387,33.02387,0.0,24.227745,24.227745,67.9321,76.32869,0.0,70.46335,73.81079,90.0,90.0,270.0,90.0,90.0,81.430855,71.09542,0.0,46.78991,48.691387,79.43899,67.036224,0.0,48.468227,50.355824,90.0,90.0,270.0,90.0,90.0,119.75052,29.339853,-0.0,37.80822,15.294118,-0.0,-0.0,0.0,-0.0,-0.0,-11.221946,-108.62069,-0.0,2.5,-71.858406,8.029412,6.695279,-0.0,86.89655,12.115385,-0.0,-0.0,0.0,-0.0,-0.0,-170.24948,199.33986,-30.0,-72.19178,75.29412,-200.0,200.0,0.0,-80.0,80.0,-201.22195,171.37932,80.0,2.5,78.141594,-131.9706,56.69528,-80.0,-83.10345,32.115387,-130.0,130.0,0.0,-90.0,90.0
3315,101484,15.24625575,-89.96946033,0,2018-07-09,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII,197.0,199.0,199.0,199.0,205.0,197.0,199.0,199.0,199.0,205.0,202.0,207.0,207.0,207.0,217.0,202.0,207.0,207.0,207.0,217.0,202.0,207.0,207.0,207.0,217.0,5.710593,5.710593,0.0,13.342364,18.541979,17.676495,21.19139,21.80141,29.686934,33.101143,19.672415,22.791824,21.80141,32.472515,35.398876,14.036243,14.036243,0.0,26.565052,26.565052,29.169287,33.641445,33.02387,40.534798,41.832542,270.0,270.0,270.0,288.43494,296.56506,334.44003,339.22775,0.0,322.12503,327.5288,323.53076,329.62088,0.0,315.0,320.7106,270.0,270.0,270.0,270.0,270.0,325.95407,331.9908,0.0,322.12503,324.09027,-0.0,-0.0,0.0,-0.0,60.0,-18.965517,17.647058,-0.0,-57.600002,32.0,7.5,65.16854,-0.0,19.512196,118.03279,-0.0,-0.0,0.0,-0.0,-0.0,-47.191013,35.180412,-0.0,-106.3197,27.692308,20.0,-20.0,0.0,60.0,-60.0,51.034485,77.64706,80.0,82.4,92.0,7.5,-64.83146,-80.0,39.512196,-101.96722,50.0,-50.0,0.0,100.0,-100.0,82.80899,115.18041,130.0,123.6803,77.69231
3316,101485,15.27384886,-91.56117517,0,2018-05-29,Pzm,Terciario Temprano al Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VIII,2060.0,2060.0,2059.0,2059.0,2059.0,2060.0,2060.0,2059.0,2059.0,2059.0,2060.0,2060.0,2059.0,2059.0,2059.0,2059.0,2059.0,2058.0,2058.0,2058.0,2059.0,2059.0,2058.0,2058.0,2058.0,2.8624053,3.0357237,2.263636,0.0,2.0248682,0.0,2.8624053,2.8624053,0.0,2.8624053,2.8624053,4.044691,4.044691,2.8624053,6.0544987,2.8624053,4.044691,4.044691,2.8624053,8.293805,0.0,2.8624053,2.8624053,0.0,8.530766,0.0,45.0,71.56505,270.0,135.0,270.0,90.0,90.0,270.0,90.0,180.0,135.0,135.0,180.0,135.0,180.0,135.0,135.0,180.0,120.96375,270.0,90.0,90.0,270.0,90.0,-0.0,12.5,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,10.0,-0.0,-0.0,5.0,-0.0,-0.0,-10.0,-0.0,-9.0,0.0,-0.0,-0.0,0.0,-0.0,-10.0,-7.5,10.0,0.0,-10.0,0.0,-10.0,10.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,-15.0,10.0,0.0,10.0,10.0,-29.0,0.0,-10.0,10.0,0.0,-30.0
3317,101486,15.33939512,-91.17329327,0,2019-01-12,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ce,Esquisto Arcilloso,Buen Drenaje,Franco-Arcillo-Limosa,Moderadamente Fina,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,Alto,Entisoles,VII,1728.0,1728.0,1728.0,1728.0,1719.0,1724.0,1724.0,1724.0,1724.0,1714.0,1724.0,1724.0,1724.0,1724.0,1714.0,1724.0,1724.0,1724.0,1724.0,1714.0,1719.0,1719.0,1719.0,1719.0,1706.0,17.879036,11.309933,11.309933,26.975267,27.470636,18.944181,11.309933,11.309933,28.004099,28.469883,16.699244,0.0,0.0,26.565052,26.565052,21.271475,14.036243,14.036243,31.364784,32.95595,18.944181,14.036243,14.036243,34.083008,35.440678,125.53768,180.0,180.0,114.676865,117.181114,123.11134,180.0,180.0,113.55226,115.974396,90.0,270.0,270.0,90.0,90.0,137.60257,180.0,180.0,118.1416,123.99646,146.88866,180.0,180.0,115.14478,120.61861,2.4390244,-0.0,-0.0,46.391754,14.858491,-48.46154,-0.0,-0.0,-22.413794,-62.0,-0.0,0.0,0.0,-0.0,-0.0,12.295082,-0.0,-0.0,54.0,2.4390244,-28.676472,-0.0,-0.0,-31.829897,-100.429184,12.439025,-40.0,-40.0,-83.608246,54.85849,51.538464,40.0,40.0,-82.413795,88.0,60.0,0.0,0.0,-100.0,100.0,22.295082,-50.0,-50.0,-96.0,22.439024,51.32353,50.0,50.0,-111.829895,109.570816
3318,101487,15.33453403,-89.96686669,0,2021-08-18,Pzm,Creatico superior en el Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VIII,956.0,956.0,956.0,950.0,950.0,956.0,956.0,956.0,950.0,950.0,956.0,956.0,956.0,950.0,950.0,944.0,944.0,944.0,939.0,939.0,944.0,944.0,944.0,939.0,939.0,27.951523,9.039936,16.699244,16.699244,0.0,11.309933,0.0,16.699244,16.699244,0.0,31.693441,30.963757,33.18765,32.281174,28.810795,32.512516,30.963757,32.760345,31.829342,28.810795,16.699244,0.0,14.036243,14.036243,0.0,136.90915,135.0,90.0,90.0,270.0,90.0,270.0,90.0,90.0,270.0,158.62938,180.0,153.92464,152.92792,180.0,154.44003,180.0,155.9245,154.98311,180.0,90.0,270.0,90.0,90.0,270.0,-24.123713,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-27.0,-0.0,74.0,-18.917198,-0.0,-76.0,-0.0,26.62722,-58.39041,-0.0,-0.0,0.0,-0.0,-0.0,0.0,105.87629,0.0,-60.0,60.0,0.0,40.0,0.0,-60.0,60.0,0.0,-107.0,-120.0,-106.0,-68.9172,-110.0,104.0,120.0,96.62722,101.60959,110.0,60.0,0.0,-50.0,50.0,0.0
3319,101488,15.34083534,-91.17285111,0,2020-12-20,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ce,Esquisto Arcilloso,Buen Drenaje,Franco-Arcillo-Limosa,Moderadamente Fina,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,Alto,Alfisoles,VII,1732.0,1732.0,1729.0,1729.0,1729.0,1719.0,1719.0,1717.0,1717.0,1717.0,1719.0,1719.0,1717.0,1717.0,1717.0,1719.0,1719.0,1717.0,1717.0,1717.0,1714.0,1714.0,1712.0,1712.0,1712.0,33.02387,33.11078,32.1183,30.963757,31.619799,33.02387,32.917015,31.912418,30.963757,31.745842,0.0,5.710593,5.710593,0.0,5.710593,14.036243,15.069956,15.069956,14.036243,15.938891,14.036243,15.069956,15.069956,14.036243,16.50623,180.0,167.82854,167.34744,180.0,174.17366,180.0,169.99202,169.59229,180.0,171.8699,270.0,90.0,90.0,270.0,90.0,180.0,158.1986,158.1986,180.0,156.8014,180.0,158.1986,158.1986,180.0,152.35402,-0.0,36.151688,-20.0,-0.0,10.344828,-0.0,17.283237,-21.891891,-0.0,15.405406,0.0,-0.0,-0.0,0.0,-0.0,-0.0,24.137932,-10.344828,-0.0,22.413794,-0.0,10.344828,-24.137932,-0.0,6.617647,-130.0,-123.84832,-110.0,-120.0,-119.655174,130.0,127.28324,118.10811,120.0,115.40541,0.0,-20.0,20.0,0.0,-20.0,-50.0,-45.86207,-40.34483,-50.0,-47.58621,50.0,40.34483,45.86207,50.0,26.617647
3320,101489,15.34279712,-91.32814866,0,2021-07-04,Qa,Terciario superior al Cuaternario,Tierras Altas Cristalinas,Rocas Sedimentarias,Sa,Granito Suave y Gneis,Buen Drenaje,Franco-Arenosa,Media,Franco-Arenosa-Fina,Media,Alto,Entisoles,VII,1726.0,1726.0,1725.0,1725.0,1725.0,1718.0,1718.0,1717.0,1717.0,1717.0,1718.0,1718.0,1717.0,1717.0,1717.0,1718.0,1718.0,1717.0,1717.0,1717.0,1713.0,1713.0,1712.0,1712.0,1712.0,21.80141,21.955,21.955,21.80141,22.406872,21.80141,21.955,21.955,21.80141,22.406872,0.0,2.8624053,2.8624053,0.0,5.710593,14.036243,14.302915,14.302915,14.036243,15.069956,14.036243,14.302915,14.302915,14.036243,15.069956,180.0,172.87498,172.87498,180.0,165.96376,180.0,172.87498,172.87498,180.0,165.96376,270.0,90.0,90.0,270.0,90.0,180.0,168.69006,168.69006,180.0,158.1986,180.0,168.69006,168.69006,180.0,158.1986,-0.0,11.076923,-8.615385,-0.0,23.529411,-0.0,8.615385,-11.076923,-0.0,14.117647,0.0,-0.0,-0.0,0.0,-0.0,-0.0,11.538462,-7.692308,-0.0,24.137932,-0.0,7.692308,-11.538462,-0.0,10.344828,-80.0,-78.92308,-78.61539,-80.0,-76.47059,80.0,78.61539,78.92308,80.0,74.117645,0.0,-10.0,10.0,0.0,-20.0,-50.0,-48.46154,-47.692307,-50.0,-45.86207,50.0,47.692307,48.46154,50.0,40.34483
3322,101491,15.35526118,-91.04524832,0,2018-03-24,CPsr,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Inceptisoles,VII,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2129.0,2126.0,2126.0,2126.0,2126.0,2126.0,23.061136,24.227745,24.227745,23.061136,20.597847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8609586,8.530766,8.530766,8.530766,8.530766,8.1112795,8.530766,8.530766,8.530766,8.530766,183.36646,180.0,180.0,176.63354,176.18593,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,174.80557,180.0,180.0,180.0,180.0,164.74489,180.0,180.0,180.0,180.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-13.5,-0.0,-0.0,-0.0,-0.0,90.0,90.0,90.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,-30.0,-30.0,-30.0,-30.0,26.5,30.0,30.0,30.0,30.0
3325,101494,15.32945366,-90.12655166,0,2017-12-19,Pzm,Creatico superior en el Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VIII,1171.0,1177.0,1177.0,1166.0,1166.0,1171.0,1171.0,1171.0,1164.0,1164.0,1171.0,1171.0,1171.0,1164.0,1164.0,1171.0,1171.0,1171.0,1164.0,1164.0,1164.0,1164.0,1164.0,1160.0,1160.0,18.944181,18.541979,29.205933,27.565248,5.710593,15.909876,13.342364,25.253208,23.132183,5.710593,15.466729,0.0,19.290047,19.290047,0.0,21.370998,19.290047,23.842636,21.430403,11.309933,20.36649,19.290047,21.430403,18.56595,11.309933,146.88866,206.56505,116.56505,106.69924,180.0,105.25512,198.43495,122.00539,110.556046,180.0,108.43495,270.0,90.0,90.0,270.0,153.43495,180.0,135.0,127.23483,180.0,135.0,180.0,142.76517,135.0,180.0,-128.91891,60.0,79.87261,19.36,-0.0,-0.0,-0.0,4.9411764,-18.490566,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,77.5,19.384615,-0.0,-87.5,-0.0,19.384615,-32.5,-0.0,61.08108,-60.0,-90.12739,109.36,-20.0,70.0,60.0,-5.0588236,71.50944,20.0,70.0,0.0,-70.0,70.0,0.0,-70.0,-70.0,-62.5,49.384617,-40.0,52.5,70.0,49.384617,47.5,40.0
3326,101495,15.32483858,-90.11275748,0,2017-07-25,Pzm,Creatico superior en el Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VIII,793.0,793.0,793.0,769.0,769.0,793.0,793.0,793.0,769.0,769.0,793.0,793.0,793.0,769.0,769.0,811.0,811.0,811.0,771.0,771.0,811.0,811.0,811.0,771.0,771.0,65.74407,40.364536,57.06227,54.88655,2.8624053,61.60698,0.0,50.194427,50.194427,0.0,65.800385,41.987213,57.426445,55.068386,5.710593,67.79443,41.987213,62.625767,61.27741,5.710593,66.9487,0.0,63.434948,63.434948,0.0,116.42073,180.0,114.90477,100.12467,180.0,90.0,270.0,90.0,90.0,270.0,62.57126,0.0,63.434948,77.90524,0.0,65.26569,0.0,68.7495,80.53768,0.0,90.0,270.0,90.0,90.0,270.0,-183.99577,-0.0,4.716763,-7.0710573,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-196.69226,-0.0,9.6,-14.896552,-0.0,113.557045,-0.0,246.98544,22.942644,-0.0,-0.0,0.0,-0.0,-0.0,0.0,356.00424,170.0,-65.28324,242.92894,10.0,370.0,0.0,-240.0,240.0,0.0,353.30774,180.0,-50.4,245.10345,20.0,403.55707,-180.0,-333.01456,402.94266,-20.0,470.0,0.0,-400.0,400.0,0.0
3327,101496,15.34470673,-91.11053544,0,2020-09-17,CPsr,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ce,Esquisto Arcilloso,Buen Drenaje,Franco-Arcillo-Limosa,Moderadamente Fina,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,Alto,Alfisoles,VII,2324.0,2333.0,2332.0,2332.0,2344.0,2327.0,2332.0,2332.0,2332.0,2344.0,2327.0,2332.0,2332.0,2332.0,2344.0,2327.0,2332.0,2332.0,2332.0,2344.0,2321.0,2328.0,2328.0,2328.0,2335.0,22.406872,20.556046,3.1996014,31.051294,31.051294,17.5484,16.054317,1.0127504,30.963757,30.963757,14.036243,14.036243,0.0,30.963757,30.963757,21.251493,19.560978,11.309933,30.88678,33.529167,23.061136,21.56813,11.309933,26.055868,29.508194,284.03625,270.0,153.43495,265.23636,265.23636,288.43494,272.48956,135.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,225.0,230.71059,180.0,243.97041,234.21103,229.76364,235.30484,180.0,237.52881,226.78992,-42.0,13.846154,-10.0,-10.758621,-9.103449,-1.0204256e-15,-4.8076925,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-9.836065,39.02439,-0.0,31.5,112.8,-69.17647,-17.23077,-0.0,-36.615387,21.807693,78.0,-96.15385,10.0,119.24138,-119.10345,20.0,-44.807693,0.0,120.0,-120.0,50.0,-50.0,0.0,120.0,-120.0,-19.836065,-50.97561,-40.0,111.5,-97.200005,60.823532,-47.23077,40.0,73.38461,41.807693
3329,101498,15.34722055,-91.63764133,0,2017-04-10,Pzm,Terciario Temprano al Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sa,Granito Suave y Gneis,Buen Drenaje,Franco-Arenosa,Media,Franco-Arenosa-Fina,Media,Alto,Entisoles,VII,2201.0,2201.0,2201.0,2203.0,2203.0,2218.0,2218.0,2218.0,2217.0,2217.0,2218.0,2218.0,2218.0,2217.0,2217.0,2218.0,2218.0,2218.0,2217.0,2217.0,2229.0,2229.0,2229.0,2228.0,2228.0,40.19855,40.364536,39.1766,36.506756,34.99202,40.321674,40.364536,39.097176,36.412704,34.99202,8.530766,0.0,2.8624053,2.8624053,0.0,30.07349,28.810795,28.910467,28.910467,28.810795,29.840294,28.810795,28.910467,28.910467,28.810795,352.34933,0.0,355.6013,355.156,0.0,350.67642,0.0,0.881404,0.97102195,0.0,270.0,270.0,90.0,90.0,270.0,346.26373,0.0,5.194429,5.194429,0.0,348.69006,0.0,5.194429,5.194429,0.0,17.98635,-0.0,-23.788397,14.7,-0.0,35.083893,-0.0,11.431035,-8.172589,-0.0,-0.0,0.0,-0.0,-0.0,0.0,19.038462,-0.0,9.016394,-10.819673,-0.0,22.0,-0.0,10.819673,-9.016394,-0.0,167.98634,170.0,166.21161,134.7,140.0,-164.9161,-170.0,-168.56897,-138.17259,-140.0,-30.0,0.0,-10.0,10.0,0.0,99.03846,110.0,109.016396,109.18033,110.0,-108.0,-110.0,-109.18033,-109.016396,-110.0
3331,101500,15.33063398,-90.41019177,0,2020-01-04,JKts,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cr,Ceniza Volcánica,Buen Drenaje,Franco-Limosa a Franca Arcillosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Bajo,Andisoles,VII,1436.0,1436.0,1436.0,1434.0,1434.0,1436.0,1438.0,1438.0,1440.0,1440.0,1438.0,1438.0,1438.0,1440.0,1440.0,1438.0,1438.0,1438.0,1440.0,1440.0,1438.0,1438.0,1438.0,1440.0,1440.0,4.5202274,4.5202274,8.984877,14.302915,16.699244,8.1112795,6.37937,8.984877,14.302915,16.699244,7.333393,2.0248682,5.710593,5.710593,0.0,5.710593,0.0,5.710593,5.710593,0.0,8.530766,2.8624053,9.256682,12.0170355,11.309933,288.43494,341.56506,18.434948,11.309933,0.0,307.87497,333.43494,341.56506,348.69006,0.0,299.0546,315.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,0.0,302.4712,319.76364,0.0,-0.0,-0.0,-10.0,-30.0,-0.0,-14.615385,20.0,10.0,30.0,-0.0,17.5,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,4.0,-0.0,-6.0,14.0,-0.0,-10.0,20.0,-10.0,50.0,60.0,15.384616,-20.0,10.0,-50.0,-60.0,-22.5,0.0,20.0,-20.0,0.0,-20.0,0.0,20.0,-20.0,0.0,-6.0,10.0,24.0,34.0,40.0
3332,101501,15.33875666,-91.75421831,0,2016-07-22,Pzm,Terciario Temprano al Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sa,Granito Suave y Gneis,Buen Drenaje,Franco-Arenosa,Media,Franco-Arenosa-Fina,Media,Alto,Entisoles,VII,2327.0,2327.0,2317.0,2317.0,2317.0,2327.0,2327.0,2317.0,2317.0,2317.0,2327.0,2327.0,2317.0,2317.0,2317.0,2318.0,2318.0,2314.0,2314.0,2314.0,2318.0,2318.0,2314.0,2314.0,2314.0,21.80141,32.63194,32.63194,21.80141,26.392256,0.0,26.565052,26.565052,0.0,16.699244,24.227745,29.544096,25.682184,8.530766,18.541979,24.227745,24.939693,19.560978,8.530766,18.541979,0.0,11.309933,11.309933,0.0,16.699244,180.0,128.6598,128.6598,180.0,139.08562,270.0,90.0,90.0,270.0,90.0,180.0,131.42366,117.89727,180.0,116.56505,180.0,143.74615,129.28941,180.0,116.56505,270.0,90.0,90.0,270.0,90.0,-0.0,-9.756098,-87.80488,-0.0,14.400001,0.0,-0.0,-0.0,0.0,-0.0,-0.0,109.392265,27.522936,-0.0,36.0,-0.0,29.690722,-19.2,-0.0,-12.0,0.0,-0.0,-0.0,0.0,-0.0,80.0,-29.756098,92.19512,80.0,34.4,0.0,-100.0,100.0,0.0,-60.0,-90.0,-80.607735,97.522934,-30.0,-54.0,90.0,79.69072,50.8,30.0,-42.0,0.0,-40.0,40.0,0.0,-60.0
3333,101502,15.30753211,-89.0247761,0,2020-05-21,Tsp,Principios del Cuaternario.,Depresión del Motagua,Rocas Sedimentarias,Qr,Dépositos Aluviales Antiguos o Marinos,Drenaje muy Pobre,Franco-Limosa,Media,Arcilla,Muy Fina,Bajo,Inceptisoles,III,80.0,80.0,82.0,82.0,82.0,81.0,81.0,83.0,83.0,83.0,81.0,81.0,83.0,83.0,83.0,81.0,81.0,83.0,83.0,83.0,82.0,82.0,85.0,85.0,85.0,2.8624053,6.37937,6.37937,2.8624053,4.044691,2.8624053,6.37937,6.37937,2.8624053,4.044691,0.0,5.710593,5.710593,0.0,2.8624053,2.8624053,7.333393,8.1112795,5.710593,6.37937,2.8624053,8.588925,9.256682,5.710593,6.37937,0.0,296.56506,296.56506,0.0,315.0,0.0,296.56506,296.56506,0.0,315.0,270.0,270.0,270.0,270.0,270.0,0.0,299.0546,307.87497,0.0,333.43494,0.0,294.44397,302.4712,0.0,333.43494,-0.0,-12.0,-4.0,-0.0,-10.0,-0.0,4.0,12.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-10.0,2.5,-0.0,-12.0,-0.0,7.5,25.384615,-0.0,-4.0,10.0,18.0,-14.0,10.0,10.0,-10.0,14.0,-18.0,-10.0,0.0,0.0,20.0,-20.0,0.0,10.0,10.0,20.0,2.5,20.0,18.0,-10.0,27.5,-24.615385,-20.0,-14.0
