,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use
103371,103371,13.87376822,-90.40623382,0,2019-11-25,Qa,Pleistoceno,Llanura Costera del Pacífico,Rocas Sedimentarias,Tj,Depósitos Marinos,Drenaje muy Pobre,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Vertisoles,V
103372,103372,16.75201889,-90.47974801,0,2022-01-02,Ksd,Terciario inferior.,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Ql,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,III
103373,103373,16.25527441,-89.86210789,0,2019-05-10,Ksd,Del Terciario al  actual.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Chl,Esquisto Arcilloso Calcáreo o Caliza suave,Drenaje Imperfercto,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
103374,103374,16.97256792,-90.6224522,0,2019-07-28,Ksd,Cretácico superior,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
103375,103375,15.83133108,-91.39233195,0,2021-12-04,JKts,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Qt,Caliza,Buen Drenaje,Franco-Arcillo-Turbosa,Media,Franco-Arcillosa,Moderadamente Fina,Alto,Inceptisoles,VII
103376,103376,17.68039885,-90.22703927,0,2018-03-06,Tic,Cuaternario reciente,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Sp,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VI
103377,103377,15.13100483,-91.08565731,0,2021-10-19,Pzm,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sa,Granito Suave y Gneis,Buen Drenaje,Franco-Arenosa,Media,Franco-Arenosa-Fina,Media,Alto,Entisoles,VII
103378,103378,15.03768936,-90.28676742,0,2019-11-27,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chg,Esquisto,Drenaje Excesivo,Franco-Arenosa-Gravosa a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa Gravosa,Moderadamente Fina,Alto,Entisoles,VII
103379,103379,15.65708628,-91.81722984,0,2019-08-06,JKts,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ne,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
103380,103380,14.7889988,-89.70496557,0,2016-03-10,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ab,"Granito, Gneis y Esquisto",Buen Drenaje,Franco-Arcillo-Arenosa Fina a Franco-Limosa,Moderadamente Fina,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VII
103381,103381,17.09342488,-90.12831023,0,2016-01-13,Tpe,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
103382,103382,14.97222025,-91.34305026,0,2020-02-10,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
103383,103383,17.2920794,-90.16297565,0,2021-11-19,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Sc,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Vertisoles,IV
103384,103384,15.03879451,-90.19824362,0,2017-10-27,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Ultisoles,VII
103385,103385,17.58518001,-90.03440516,0,2018-12-12,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ma,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,IV
103386,103386,15.36199019,-90.82246111,0,2020-07-01,Pc,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII
103387,103387,16.326632,-90.40856712,0,2017-03-15,Tsp,Del Pleistoceno al actual en el período Cuaternario,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Us,Aluvión,Drenaje muy Pobre,Arcilla-Limosa a Arcilla Pastosa,Fina,Arcilla a Arcillo-Limosa,Fina,Bajo,Inceptisoles,V
103388,103388,15.95639039,-89.64172836,0,2018-06-02,Ksd,Cuaternario hasta el presente,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cx,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,IV
103389,103389,14.8568984,-91.80168595,0,2019-02-20,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Os,Ceniza Volcánica Pomácea,Drenaje Excesivo,Arena-Franca o Arena Suelta,Gruesa,Ceniza Volcánica,-999,Alto,Andisoles,VIII
103390,103390,14.27240579,-90.63782003,0,2020-06-09,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cu,Flujo Lodoso o Lahar Máfico,Buen Drenaje,Franca o Franca-Arcillosa,Media,Arcilla o Franco-Arcillosa,Moderadamente Fina,Regular a Alto,Ultisoles,VII
103391,103391,16.03334606,-91.03873942,0,2021-03-17,KTs,Cretácico Superior y Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tz,Esquisto Arcilloso,Buen Drenaje,Franco-Limosa o Arcilla-Limosa,Media,Franco-Arcillosa a Arcilla,Moderadamente Fina,Alto,Ultisoles,VII
103392,103392,17.11701944,-89.38895997,0,2017-01-06,Qa,Cuaternario reciente,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ma,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VI
103393,103393,14.63062461,-89.58907732,0,2017-02-14,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gu,Roca Máfica,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular a Bajo,Entisoles,VII
103394,103394,17.13895264,-90.82176417,0,2016-01-05,Ksd,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Jo,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
103395,103395,16.34238408,-90.26315805,0,2021-02-25,Tpe,Terciario inferior (Paleoceno Eoceno),Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
103396,103396,14.5220983,-92.12797774,0,2018-12-04,Qa,Pleistoceno y el actual.,Llanura Costera del Pacífico,Rocas Sedimentarias,Bu,Depósitos Marinos o Aluviales,Drenaje muy Pobre,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla-Arenosa,Moderadamente Fina,Bajo,Mollisoles,III
103397,103397,15.21085631,-90.08665166,0,2022-04-19,Pc,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,Rocas Sedimentarias,Sn,Serpentina,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Ultisoles,VII
103398,103398,16.42079961,-90.46274492,0,2019-02-12,Tpe,Del Pleistoceno al actual en el período Cuaternario,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Us,Aluvión,Drenaje muy Pobre,Arcilla-Limosa a Arcilla Pastosa,Fina,Arcilla a Arcillo-Limosa,Fina,Bajo,Inceptisoles,III
103399,103399,15.88853912,-90.83979013,0,2017-10-04,KTs,"Cuaternario, aunque probbablemente se haya comenzado a formar a finales del Terciario",Tierras Altas Sedimentarias,Rocas Sedimentarias,Tz,Esquisto Arcilloso,Buen Drenaje,Franco-Limosa o Arcilla-Limosa,Media,Franco-Arcillosa a Arcilla,Moderadamente Fina,Alto,Inceptisoles,IV
103400,103400,17.61674286,-90.23583707,0,2019-11-23,Tic,Cuaternario reciente,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Sc,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Vertisoles,III
103401,103401,17.32428592,-89.9954603,0,2022-01-12,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,IV
103402,103402,14.15350531,-90.61056305,0,2016-07-25,Qv,Cuaternario,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Cz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa Fina,Media,-999,-999,Alto,Inceptisoles,IV
103403,103403,16.40125011,-90.07066412,0,2018-11-05,Tpe,Terciario inferior (Paleoceno Eoceno),Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
103404,103404,16.58138731,-90.04411175,0,2020-06-27,Ksd,Terciario inferior.,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Jo,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
103405,103405,14.66393864,-90.764987,0,2021-04-14,Qp,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cq,Ceniza Volcánica Pomácea,Buen Drenaje,Franca a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Alto,Andisoles,VII
103406,103406,14.60767464,-90.65379447,0,2016-07-14,Qp,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cq,Ceniza Volcánica Pomácea,Buen Drenaje,Franca a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Alto,Andisoles,IV
103407,103407,15.43123949,-90.51206293,0,2020-12-14,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
103408,103408,14.56495898,-91.62554564,0,2016-04-30,Qa,Cuaternario,Llanura Costera del Pacífico,Rocas Sedimentarias,Mz,Material Volcánico,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa,Media,Bajo,Inceptisoles,II
103409,103409,16.2903859,-89.59534956,0,2017-03-27,Ksd,Terciario,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Mc,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VII
103410,103410,15.81790194,-90.23668998,0,2017-11-30,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
103411,103411,14.57962853,-91.79349199,0,2021-10-01,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Re,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa Fina a Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
103412,103412,17.18887575,-90.49209479,0,2019-02-20,Qa,El relleno inicial se inició en el Terciario hasta nuestros días.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Sp,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
103413,103413,14.82377819,-92.17699996,0,2018-04-04,Qa,Cuaternario,Llanura Costera del Pacífico,Rocas Sedimentarias,SA,-999,-999,-999,,-999,-999,-999,Entisoles,III
103414,103414,17.07535961,-89.17453942,0,2017-07-27,Tpe,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
103415,103415,15.56738477,-90.51589162,0,2019-07-07,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Am,Caliza,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcillosa,Muy Fina,Alto,Ultisoles,VI
103416,103416,15.68937549,-91.12274378,0,2018-02-20,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Am,Caliza,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcillosa,Muy Fina,Alto,Ultisoles,VIII
103417,103417,16.1506213,-90.19823263,0,2019-05-04,Tsp,Del Pleistoceno al actual en el período Cuaternario,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Sr,Caliza y Aluvión de Esquisto Arcilloso,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Inceptisoles,III
103418,103418,17.20804542,-90.19202133,0,2019-06-15,Tpe,El relleno inicial se inició en el Terciario hasta nuestros días.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Sp,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
103419,103419,15.59734444,-88.41333979,0,2018-06-05,Qa,Finales del Terciario hasta llegar al actual.,Depresión del Motagua,Rocas Sedimentarias,In,Sedimentos,Drenaje muy Pobre,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Franco-Arcillo-Micácea,Moderadamente Fina,Bajo,Entisoles,III
103420,103420,15.76934793,-90.50230932,0,2017-01-27,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
103421,103421,14.36736209,-90.73805437,0,2017-05-05,Qv,"La edad es del Pleistoceno reciente, es decir del período Cuaternario.",Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Es,Lodo Volcánico,Buen Drenaje,Franca,Media,Franca a Franca-Arcillosa,Media,Regular a Alto,Andisoles,IV
103422,103422,17.42925782,-90.77228793,0,2019-02-13,Qa,El relleno inicial se inició en el Terciario hasta nuestros días.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Bo,Caliza,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VI
103423,103423,16.0602912,-90.97759708,0,2021-08-19,KTs,Cretácico Superior y Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tz,Esquisto Arcilloso,Buen Drenaje,Franco-Limosa o Arcilla-Limosa,Media,Franco-Arcillosa a Arcilla,Moderadamente Fina,Alto,Inceptisoles,VI
103424,103424,16.6018725,-89.69658759,0,2021-10-01,Tpe,Del Terciario al  actual.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Jo,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VI
103425,103425,16.55471823,-89.51364422,0,2020-09-19,Ksd,Terciario,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Cx,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
103426,103426,16.37952119,-90.05876921,0,2016-04-30,Tpe,Terciario inferior (Paleoceno Eoceno) al Cuaternario.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Sr,Caliza y Aluvión de Esquisto Arcilloso,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Inceptisoles,III
103427,103427,14.64209706,-90.37716323,0,2016-02-16,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Entisoles,VI
103428,103428,14.21819158,-91.00345239,0,2020-06-04,Qa,Pleistoceno y actual; Cuaternario,Llanura Costera del Pacífico,Rocas Sedimentarias,Ah,Ceniza Volcánica,Drenaje Moderado,Franca a Franca-Arcillosa,Moderadamente Fina,Franca,Media,Bajo,Inceptisoles,II
103429,103429,14.43150229,-91.31605961,0,2016-02-25,Qa,Pleistoceno.,Llanura Costera del Pacífico,Rocas Sedimentarias,Cz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa Fina,Media,-999,-999,Alto,Inceptisoles,VII
103430,103430,17.02095705,-90.4701063,0,2018-04-06,Ksd,Terciario inferior.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ql,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,VII
103431,103431,14.44816705,-90.33018713,0,2020-01-15,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Entisoles,VII
103432,103432,15.748615,-90.58705099,0,2022-01-22,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
103433,103433,16.46887727,-89.44851404,0,2021-01-12,Ksd,Terciario,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Pu,Caliza,Buen Drenaje,Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Alfisoles,IV
103434,103434,14.92448389,-90.13823654,0,2018-11-01,Qp,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ac,Roca Serpentina,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla o Franco-Arcillosa,Muy Fina,Alto,Entisoles,IV
103435,103435,14.66040759,-91.58055707,0,2020-11-18,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Chv,Ceniza Volcánica,Drenaje Excesivo,Arena Fina-Franca Suelta o Arena Muy Fina -Franca,Gruesa,Ceniza no Intemperizada,--,Alto,Andisoles,III
103436,103436,15.79856054,-91.45279679,0,2020-01-23,CPsr,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VIII
103437,103437,15.15632455,-90.73457213,0,2018-01-24,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chg,Esquisto,Drenaje Excesivo,Franco-Arenosa-Gravosa a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa Gravosa,Moderadamente Fina,Alto,Entisoles,VII
103438,103438,14.16991293,-89.97432359,0,2019-09-15,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Chj,Ceniza Volcánica,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Entisoles,VI
103439,103439,16.14997674,-90.00479648,0,2018-12-18,KTs,Del Terciario al  actual.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Chl,Esquisto Arcilloso Calcáreo o Caliza suave,Drenaje Imperfercto,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Ultisoles,VI
103440,103440,15.01620416,-89.68776097,0,2017-06-20,Qa,Cuaternario reciente,Depresión del Motagua,Rocas Sedimentarias,SV,-999,-999,-999,,-999,-999,-999,Entisoles,III
103441,103441,15.10895896,-89.85163541,0,2019-02-20,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Mj,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Arcilla-Micácea,Media,Alto,Inceptisoles,VIII
103442,103442,15.2289765,-90.06913396,0,2020-09-21,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VI
103443,103443,15.65987583,-89.67367828,0,2021-05-28,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
103444,103444,15.72792574,-88.80162112,0,2018-06-17,Tsd,Terciario superior,Depresión de Izabal,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
103445,103445,14.44888686,-89.44410714,0,2021-06-01,Tv,Terciario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Entisoles,VII
103446,103446,16.0682509,-90.65205775,0,2017-04-15,KTs,"Cuaternario, aunque probbablemente se haya comenzado a formar a finales del Terciario",Tierras Altas Sedimentarias,Rocas Sedimentarias,Tz,Esquisto Arcilloso,Buen Drenaje,Franco-Limosa o Arcilla-Limosa,Media,Franco-Arcillosa a Arcilla,Moderadamente Fina,Alto,Inceptisoles,VI
103447,103447,14.94687575,-90.66209323,0,2021-08-07,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Inceptisoles,VII
103448,103448,17.38301155,-89.61392932,0,2016-06-12,Tpe,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ya,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
103449,103449,14.38498923,-90.35812642,0,2021-07-27,Qp,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pa,Lava Máfica,Drenaje Excesivo,Franco-Arenosa Muy Fina,Media,Franco-Arenosa Fina a Arena-Franca Fina,Media,Alto,Entisoles,III
103450,103450,17.20222616,-89.74622664,0,2021-12-12,Tpe,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
103451,103451,15.36806236,-91.14489177,0,2017-04-14,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII
103452,103452,15.13024353,-91.85953885,0,2022-03-20,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
103453,103453,16.69342442,-90.50750421,0,2018-06-24,Ksd,Terciario inferior.,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Ql,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,III
103454,103454,15.8733862,-89.34465599,0,2020-12-19,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
103455,103455,16.98258169,-89.20249214,0,2022-02-18,Ksd,Terciario,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Ya,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VII
103456,103456,14.17525692,-90.59912611,0,2017-07-24,Qv,Cuaternario,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Tx,Lodo volcánico,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Regular a Alto,Ultisoles,VII
103457,103457,15.73596215,-89.33825708,0,2021-09-12,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
103458,103458,16.57772867,-90.33119748,0,2022-05-10,Ksd,Terciario inferior (Paleoceno Eoceno) al Cuaternario.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Sr,Caliza y Aluvión de Esquisto Arcilloso,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Inceptisoles,III
103459,103459,16.98964094,-89.37010528,0,2020-07-10,Tpe,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
103460,103460,15.67180705,-89.10552096,0,2020-09-30,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Sh,Serpentina o Roca Máfica Serpentinizada,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
103461,103461,14.29721126,-90.10921245,0,2019-08-11,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mg,Lava Máfica o Brecha de Toba,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
