,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use
103278,103278,17.493498,-89.57281697,0,2018-04-15,Qa,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ya,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
103279,103279,14.94239344,-89.31469319,0,2018-12-05,I,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ab,"Granito, Gneis y Esquisto",Buen Drenaje,Franco-Arcillo-Arenosa Fina a Franco-Limosa,Moderadamente Fina,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VII
103280,103280,16.88438668,-89.43526043,0,2020-08-24,Qa,Cuaternario,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Mp,Roca Calcárea,Drenaje Imperfecto,Arcilla,Muy Fina,Arcilla a Arcilla Gravosa,Muy Fina,Alto (Quimicamente),Vertisoles,IV
103281,103281,14.09343427,-90.09228734,0,2019-05-13,Tv,Terciario superior al Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,SV,-999,-999,-999,,-999,-999,-999,Entisoles,IV
103282,103282,15.34714913,-89.14177456,0,2022-06-06,Ksd,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
103283,103283,17.13663381,-90.1563462,0,2021-12-21,Tpe,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Sp,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VI
103284,103284,16.33667589,-89.96684168,0,2020-03-07,Tpe,Del Terciario al  actual.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Sz,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,VI
103285,103285,16.27786217,-89.88564642,0,2022-05-17,Ksd,Del Terciario al  actual.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Sz,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,VI
103286,103286,14.55552537,-89.72226974,0,2017-11-03,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Entisoles,VII
103287,103287,16.05655688,-90.17390111,0,2017-05-10,KTs,Terciario inferior (Paleoceno Eoceno),Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Chl,Esquisto Arcilloso Calcáreo o Caliza suave,Drenaje Imperfercto,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Ultisoles,VI
103288,103288,17.35705778,-90.11980838,0,2020-12-22,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Sc,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Vertisoles,VII
103289,103289,16.3241033,-89.37527617,0,2017-02-13,Ksd,"Paleoizoico y Mesozoico, identificandose algunos sedimentos del Terciario Inferior.",Montañas Mayas,Rocas Sedimentarias,Pu,Caliza,Buen Drenaje,Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Alfisoles,III
103290,103290,15.60735984,-91.49559915,0,2016-07-10,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ic,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
103291,103291,17.01733916,-89.74467789,0,2016-10-27,Tpe,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VIII
103292,103292,17.01469919,-89.48402126,0,2018-10-30,Qa,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ma,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VI
103293,103293,16.95752284,-89.42305058,0,2018-07-29,Tpe,Cretácico superior,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
103294,103294,15.32266432,-88.9731336,0,2021-02-19,Qa,Finales del Terciario hasta llegar al actual.,Depresión del Motagua,Rocas Sedimentarias,Qr,Dépositos Aluviales Antiguos o Marinos,Drenaje muy Pobre,Franco-Limosa,Media,Arcilla,Muy Fina,Bajo,Inceptisoles,III
103295,103295,17.47002291,-90.17672351,0,2021-01-12,Tic,Terciario inferior al Cuaternario reciente.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Sc,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Vertisoles,VI
103296,103296,14.49179729,-91.93350508,0,2021-03-25,Qa,Cuaternario al Pleistoceno actual.,Llanura Costera del Pacífico,Rocas Sedimentarias,Ix,Materiales de Grano Fino,Drenaje Moderado,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,II
103297,103297,17.74520462,-90.69686891,0,2020-01-19,Qa,Terciario inferior al Cuaternario reciente.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Bo,Caliza,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
103298,103298,14.24961989,-90.02621896,0,2021-02-16,Qp,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qa,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Andisoles,VI
103299,103299,14.67833169,-91.5371771,0,2021-06-19,Tv,Del Terciario Superior (Plioceno) al Cuaternario (pleistoceno).,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Sx,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Alto,Andisoles,VI
103300,103300,17.35563539,-89.73778297,0,2017-04-04,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
103301,103301,17.56220006,-90.40243192,0,2018-10-21,Qa,Terciario inferior al Cuaternario reciente.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Chq,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,III
103302,103302,14.03024992,-90.5911446,0,2017-03-25,Qa,Pleistoceno al Reciente,Llanura Costera del Pacífico,Rocas Sedimentarias,Bu,Depósitos Marinos o Aluviales,Drenaje muy Pobre,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla-Arenosa,Moderadamente Fina,Bajo,Mollisoles,II
103303,103303,17.17093974,-89.65821249,0,2017-08-16,Tpe,Cuaternario reciente,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ya,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,V
103304,103304,16.60502008,-89.78022112,0,2017-04-26,Tpe,Del Terciario al  actual.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Jo,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VI
103305,103305,15.00500122,-90.66095632,0,2021-10-16,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Inceptisoles,VII
103306,103306,16.62044792,-89.21602213,0,2017-12-17,Ksd,Terciario,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Cx,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Vertisoles,VII
103307,103307,16.9242741,-89.97560606,0,2018-01-16,Ksd,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VI
103308,103308,14.71036327,-90.03802665,0,2021-07-06,Qa,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,Rocas Sedimentarias,Sub,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Muy Alto,Entisoles,VII
103309,103309,15.61778099,-91.54739294,0,2016-05-29,Ksd,Emergio en el Terciario y se ha seguido moldeando después de la deposición del Cretácico.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Co,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Muy Alto,Entisoles,VII
103310,103310,16.86924303,-90.44854802,0,2019-07-07,Ksd,Cretácico superior,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
103311,103311,16.43147033,-90.27102379,0,2018-07-24,Tpe,Terciario inferior (Paleoceno Eoceno),Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
103312,103312,15.40670417,-91.60776428,0,2017-01-25,Pi,Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VII
103313,103313,17.02311118,-90.13909114,0,2016-01-21,Tpe,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
103314,103314,15.87719308,-90.88954801,0,2018-03-19,KTs,Cretácico Superior y Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tz,Esquisto Arcilloso,Buen Drenaje,Franco-Limosa o Arcilla-Limosa,Media,Franco-Arcillosa a Arcilla,Moderadamente Fina,Alto,Inceptisoles,IV
103315,103315,15.15822451,-90.0174665,0,2018-10-17,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VIII
103316,103316,17.348932,-90.02352842,0,2021-11-13,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,IV
103317,103317,15.66120797,-90.55305359,0,2019-09-21,Ksd,Terciario y Cuaternario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,IV
103318,103318,15.89329759,-91.03866919,0,2019-09-03,KTs,Cretácico Superior y Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tz,Esquisto Arcilloso,Buen Drenaje,Franco-Limosa o Arcilla-Limosa,Media,Franco-Arcillosa a Arcilla,Moderadamente Fina,Alto,Inceptisoles,VII
103319,103319,15.6762471,-89.12923684,0,2020-06-26,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Sh,Serpentina o Roca Máfica Serpentinizada,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
103320,103320,15.99310056,-90.17109634,0,2021-09-09,KTs,Terciario inferior (Paleoceno Eoceno),Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,VI
103321,103321,17.62183839,-90.41308621,0,2020-02-08,Qa,Terciario inferior al Cuaternario reciente.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Bo,Caliza,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
103322,103322,14.45784322,-91.01623417,0,2018-05-10,Qv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Sx,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Alto,Andisoles,VI
103323,103323,16.63019978,-90.56654517,0,2022-04-18,Ksd,Cretácico superior,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Ql,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,VI
103324,103324,15.90325567,-91.33029914,0,2018-03-31,Ksd,Cretácico superior y Terciario Inferior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Qt,Caliza,Buen Drenaje,Franco-Arcillo-Turbosa,Media,Franco-Arcillosa,Moderadamente Fina,Alto,Inceptisoles,VII
103325,103325,15.07247656,-89.53210904,0,2017-05-19,Qa,Cuaternario reciente,Depresión del Motagua,Rocas Sedimentarias,SV,-999,-999,-999,,-999,-999,-999,Entisoles,III
103326,103326,14.73319668,-90.73347819,0,2018-04-24,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gtp,Ceniza Volcánica,-999,-999,,-999,-999,Muy Alto,Inceptisoles,VI
103327,103327,15.64297766,-89.28463073,0,2016-06-24,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Sh,Serpentina o Roca Máfica Serpentinizada,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
103328,103328,14.72558497,-89.94650091,0,2021-09-01,Qa,Cuaternario reciente,Tierras Altas Volcánicas,Rocas Sedimentarias,Chx,Ceniza Volcánica Pomácea,Drenaje Excesivo,Franco-Limosa a Franco-Arenosa Fina o Muy Fina,Media,Arcilla o Franco-Arcillosa,Moderadamente Fina,Regular a Alto,Entisoles,IV
103329,103329,14.25484812,-90.28696249,0,2018-01-10,Qv,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,SV,-999,-999,-999,,-999,-999,-999,Entisoles,VI
103330,103330,16.76247842,-90.38728414,0,2016-09-05,Ksd,Terciario inferior.,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Ql,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,III
103331,103331,15.91744711,-90.14685548,0,2019-10-05,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VI
103332,103332,15.35624495,-90.1070511,0,2022-05-22,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
103333,103333,15.33507665,-90.07429615,0,2020-12-05,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
103334,103334,15.73714129,-89.16830881,0,2019-05-02,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VI
103335,103335,17.13508657,-91.11085863,0,2020-10-03,Ksd,Cretácico superior,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Jo,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VIII
103336,103336,14.43873122,-92.05084836,0,2021-10-28,Qa,Pleistoceno y el actual.,Llanura Costera del Pacífico,Rocas Sedimentarias,Bu,Depósitos Marinos o Aluviales,Drenaje muy Pobre,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla-Arenosa,Moderadamente Fina,Bajo,Mollisoles,V
103337,103337,16.79195022,-89.28563583,0,2016-04-26,Qa,Cuaternario,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Mp,Roca Calcárea,Drenaje Imperfecto,Arcilla,Muy Fina,Arcilla a Arcilla Gravosa,Muy Fina,Alto (Quimicamente),Vertisoles,IV
103338,103338,14.2139415,-91.25546762,0,2017-03-22,Qa,Pleistoceno al reciente.,Llanura Costera del Pacífico,Rocas Sedimentarias,Bu,Depósitos Marinos o Aluviales,Drenaje muy Pobre,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla-Arenosa,Moderadamente Fina,Bajo,Mollisoles,II
103339,103339,15.60094255,-89.88651196,0,2018-05-17,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
103340,103340,17.56245473,-89.17352265,0,2019-09-27,Tpe,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
103341,103341,14.59282629,-91.22828371,0,2016-05-25,Tv,Pleistoceno,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tn,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillo-Arenosa o Franco-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
103342,103342,15.01369714,-92.01536325,0,2021-11-15,Pzm,Terciario superior al Cuaternario reciente.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Sx,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Alto,Andisoles,VII
103343,103343,17.37442737,-90.50855612,0,2021-03-30,Qa,El relleno inicial se inició en el Terciario hasta nuestros días.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Sp,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
103344,103344,14.11284767,-90.51930136,0,2020-12-02,Qv,Cuaternario,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Tx,Lodo volcánico,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Regular a Alto,Ultisoles,IV
103345,103345,17.09854585,-89.76273484,0,2021-06-22,Tpe,Cuaternario reciente,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ya,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Mollisoles,V
103346,103346,14.53361711,-91.94935608,0,2020-12-29,Qa,Cuaternario al Pleistoceno actual.,Llanura Costera del Pacífico,Rocas Sedimentarias,Ix,Materiales de Grano Fino,Drenaje Moderado,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Entisoles,II
103347,103347,15.3373045,-88.75147355,0,2021-11-22,Pzm,Terciario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ga,Esquisto o Esquisto Arcilloso,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa a más Liviana,Moderadamente Fina,Muy Alto,Inceptisoles,VI
103348,103348,14.51874105,-89.5780049,0,2020-12-27,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gu,Roca Máfica,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular a Bajo,Entisoles,VII
103349,103349,14.0077465,-90.84232635,0,2022-05-12,Qa,Pleistoceno y actual; Cuaternario,Llanura Costera del Pacífico,Rocas Sedimentarias,Ts,Depósitos Marinos Aluviales,Buen Drenaje,Franca,Media,Franca o Franco-Arenosa a Arena-Franca,Media,Bajo,Entisoles,II
103350,103350,16.37052541,-90.27702148,0,2016-07-10,Tpe,Terciario inferior (Paleoceno Eoceno),Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
103351,103351,16.89073789,-90.47138578,0,2018-12-17,Ksd,Cretácico superior,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
103352,103352,13.94423057,-90.5169179,0,2018-12-05,Qa,Pleistoceno,Llanura Costera del Pacífico,Rocas Sedimentarias,Tj,Depósitos Marinos,Drenaje muy Pobre,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Vertisoles,V
103353,103353,14.40780821,-90.90086342,0,2019-08-03,Qv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Ye,Ceniza Volcánica,Buen Drenaje,Franco-Gravosa,Moderadamente Fina,Ceniza Volcánica,--,Alto,Entisoles,IV
103354,103354,15.48343764,-88.93995171,0,2016-09-29,CPsr,Desde Cretácico para haberse sometido a procesos erosivos del Terciario al Presente.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Gl,Roca Máfica Serpentinizada o Serpentina,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla,Muy Fina,Alto,Ultisoles,VII
103355,103355,15.45837119,-91.24189444,0,2019-05-17,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII
103356,103356,17.37884803,-89.48248936,0,2018-06-03,Tpe,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ua,Roca Calcárea,Drenaje Moderado,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,IV
103357,103357,14.91933414,-89.65765415,0,2020-08-23,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Za,Roca de Granito y Gneis Intemperizado,Buen Drenaje,Franco-Arenosa Fina,Media,Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Inceptisoles,VII
103358,103358,16.44459074,-90.42189574,0,2016-03-29,Tsp,Del Pleistoceno al actual en el período Cuaternario,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,III
103359,103359,15.57750459,-88.63135247,0,2016-10-17,CPsr,Desde Cretácico para haberse sometido a procesos erosivos del Terciario al Presente.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chp,Material Sedimentario,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Regular a Alto,Ultisoles,VII
103360,103360,16.91331477,-90.01413042,0,2016-02-15,Ksd,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VI
103361,103361,17.29052295,-89.72663413,0,2018-01-05,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
103362,103362,15.15146264,-90.0162246,0,2018-07-12,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VIII
103363,103363,14.48726885,-89.97564981,0,2018-04-17,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Entisoles,VII
103364,103364,15.14568252,-91.9912134,0,2020-08-03,I,Terciario superior al Cuaternario reciente.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
103365,103365,15.26067133,-90.28223645,0,2020-12-22,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,SV,-999,-999,-999,,-999,-999,-999,Inceptisoles,VIII
103366,103366,17.4317157,-90.53740708,0,2019-08-09,Qa,Terciario inferior al Cuaternario reciente.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Chq,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,V
103367,103367,17.58303281,-90.7147577,0,2022-02-19,Qa,Terciario inferior al Cuaternario reciente.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Chq,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,III
103368,103368,14.14513684,-91.37694499,0,2020-08-18,Qa,Pleistoceno al reciente.,Llanura Costera del Pacífico,Rocas Sedimentarias,Ts,Depósitos Marinos Aluviales,Buen Drenaje,Franca,Media,Franca o Franco-Arenosa a Arena-Franca,Media,Bajo,Mollisoles,II
103369,103369,14.98225565,-89.6526064,0,2016-12-19,Qa,Cuaternario reciente,Depresión del Motagua,Rocas Sedimentarias,Chj,Ceniza Volcánica,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
103370,103370,17.34146002,-89.56813334,0,2017-04-22,Tpe,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ua,Roca Calcárea,Drenaje Moderado,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VI
