,elevation_mean,slope_mean,aspect_mean,placurv_mean,procurv_mean,precipitation_mm_last_7_days,soil_tax,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_use,rock_type,rock_period,DecistionTree_prediction_prob,RandomForest_prediction_prob,AdaBoost_prediction_prob,XGBoost_prediction_prob,LogisticRegression_prediction_prob,SupportVectorMachine_prediction_prob,DecistionTree_class3,RandomForest_class3,AdaBoost_class3,XGBoost_class3,LogisticRegression_class3,SupportVectorMachine_class3,DecistionTree_class5,RandomForest_class5,AdaBoost_class5,XGBoost_class5,LogisticRegression_class5,SupportVectorMachine_class5,landslide
7797,1345.88,6.554906431999999,155.23722319999996,1.4753846,1.4753846,48.465512961149216,5,117,62,8,44,6,64,9,13,6,1,36,0.913588850174216,1.0,0.5050013858813581,0.9995716,0.766712029101258,0.9140728362211785,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
6251,1623.96,19.806068848000002,99.41983147599998,-0.17201864000000014,-0.17201959999999986,151.77834167703986,3,119,33,1,28,3,54,4,2,7,2,72,0.913588850174216,0.995459960657237,0.5045092533540526,0.99770796,0.827703740796625,0.9233041306214282,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
5047,619.2,17.185857276,148.32192776,3.29193104,-1.5080688799999995,42.57667322456837,1,53,32,1,24,4,36,5,10,7,1,77,0.3978494623655914,0.006305499797759861,0.49905170173383523,0.022292176,0.43113356135186953,0.18259804245082048,Medium,Low,Medium,Low,Medium,Low,Low,Very Low,Medium,Very Low,Medium,Very Low,0
2238,538.6,6.459002360000002,258.5716548,-5.7030772,-5.7030768,0.0,3,148,8,1,16,3,55,5,2,7,2,53,0.03859649122807018,0.0,0.49144054989665736,0.0046650055,0.08247033014270995,0.04567138922055271,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1342,222.84,8.850095284000002,238.8459768,5.60927856,3.609278479999999,45.60568540915847,1,64,23,1,1,5,2,7,9,3,2,12,0.14954682779456194,0.0014583333333333332,0.49754071236303327,0.010141928,0.14893095197546719,0.10111507358470681,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1895,223.72,5.9333791279999994,227.37403800000004,-0.74597284,5.254027160000001,112.67703703790905,4,157,23,1,41,3,36,5,2,4,2,2,0.14954682779456194,0.0051996350205437535,0.4993539813941449,0.019489707,0.33416264726009126,0.2447203682763314,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Very Low,Low,Low,0
7531,561.88,26.363999,71.4992286,-0.8790785600000005,-14.479079040000002,76.72119286004454,1,24,8,1,1,5,2,7,2,7,1,54,0.3978494623655914,0.9891061970519914,0.4987365222060649,0.9251146,0.6052142526443676,0.5653844921792962,Medium,High,Medium,High,Medium,Medium,Low,Very High,Medium,Very High,High,Medium,1
7142,1651.76,29.032488383999997,172.5696764,6.491625919999999,0.09162640000000181,72.35274814255536,3,119,33,1,28,3,54,4,2,7,1,53,0.913588850174216,0.984123600999698,0.5030562233723086,0.98227054,0.7832311745231124,0.9359418679190995,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
97,1559.76,6.692624424000001,190.67066204,-3.19415388,12.00584616,2.5482531432062387,2,59,59,1,26,4,43,5,8,7,1,29,0.4962962962962963,0.013804096737733012,0.4999521127221194,0.03858095,0.5269677773046016,0.27859465822451007,Medium,Low,Medium,Low,Medium,Low,Medium,Very Low,Medium,Very Low,Medium,Low,0
2047,151.28,2.0924302400000006,198.37090448000004,0.16,2.16,50.3415257781744,7,122,49,1,1,5,2,7,2,4,2,13,0.14954682779456194,0.0,0.49312874315992933,0.0023838233,0.050050781786759355,0.03089240256249591,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7224,489.56,26.71555628,163.596262,10.4412076,-48.35879304,2.7552068680524826,2,33,13,1,42,3,31,5,10,7,1,17,0.03859649122807018,0.998125,0.4964818042045793,0.87261856,0.39497727941781896,0.1724782050467733,Low,High,Medium,High,Medium,Low,Very Low,Very High,Medium,Very High,Low,Very Low,1
1183,161.72,4.988422844,145.68480520000003,-0.88769232,-0.88769228,57.57439074013382,6,30,25,4,1,5,2,7,4,4,2,18,0.14954682779456194,0.0003167420814479638,0.49696867356045005,0.0068249726,0.1038472079909896,0.03841608752226908,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2416,384.96,5.639238068,251.25362280000002,2.780723972,-3.61927604,0.0,4,23,12,5,23,4,2,7,4,2,2,46,0.012618296529968454,0.0,0.49085083331530166,0.000566344,0.04560555134523298,0.05918515873500521,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7911,1512.52,10.522365396000003,239.01068280000004,1.5246649200000002,-8.8753352,70.4749102126807,3,119,33,1,28,3,54,4,2,7,1,60,0.913588850174216,0.9839268919257964,0.5023351348035585,0.9861508,0.6420931688544725,0.802103056258976,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1
8052,611.56,21.047109787999997,41.462144228,-4.093079948,0.3069199999999995,49.21147443167865,3,137,8,2,1,5,2,7,8,7,2,6,0.6193548387096774,0.9978051948051947,0.5023647623215698,0.9899039,0.28546511675434993,0.5079861031778037,Medium,High,Medium,High,Low,Medium,High,Very High,Medium,Very High,Low,Medium,1
5016,359.4,11.39530072,152.164655144,2.40701688,1.2070169199999998,1.4431698992848396,7,80,49,7,1,5,2,7,4,6,2,53,0.012618296529968454,0.0,0.4895558320738764,0.00015131121,0.030513227791605473,0.04286440801948124,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
5673,58.84,5.519869688,233.27734039999999,1.2507692,-1.9492308000000003,0.1044499352574348,1,35,49,7,1,5,2,7,4,5,2,67,0.012618296529968454,0.0,0.4884408081167397,0.0003899037,0.03396000851332621,0.05025984069132194,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7006,1891.8,21.040639720000005,172.64506136,3.91619638,3.91619564,64.0807661274448,3,40,8,2,1,5,14,9,2,7,2,53,0.913588850174216,0.9992644981358567,0.505490155114157,0.99901044,0.7414745886915726,0.973792499506637,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
8030,977.36,11.022503844000003,92.24848888000001,7.7469186,0.14691840000000056,35.49615612253547,6,8,8,1,23,4,10,7,2,7,2,53,0.6115384615384616,0.9802995018555003,0.500196452296954,0.9458302,0.31038446917995227,0.2586842933650847,Medium,High,Medium,High,Low,Low,High,Very High,Medium,Very High,Low,Low,1
8715,1388.32,11.417336864000001,204.26400828,-0.37506434399999977,13.22493584,51.98484458308667,2,49,11,1,38,3,59,4,11,6,2,3,0.913588850174216,0.9980649035359402,0.5047753080860818,0.9903177,0.6949673919551206,0.9036605002502973,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
8537,2598.32,20.70000932,220.39161359999997,4.49637904,4.4963788,68.19332455843687,1,22,23,1,20,4,31,5,2,7,2,53,0.913588850174216,0.9931282303622351,0.5029694309853486,0.9893913,0.8541663358511228,0.9705538324858113,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
1583,890.88,10.822562148,149.29162836,0.1846568000000003,18.984657160000005,0.0,4,118,62,8,44,6,64,9,13,7,1,62,0.15384615384615385,0.0,0.4982353095062757,0.05817235,0.49929819113319157,0.7688179628123432,Low,Low,Medium,Low,Medium,High,Very Low,Very Low,Medium,Very Low,Medium,High,0
1093,4.48,3.52055388,236.6369788,0.62,0.22,2.061617689207196,4,97,1,7,20,4,30,5,4,5,2,40,0.012618296529968454,6.944444444444444e-05,0.4928553232412804,0.0029759845,0.0419163587679646,0.02693948452983117,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3038,152.6,4.040815516,220.34638520000001,-0.36,2.84,21.833365915343165,1,141,49,1,1,5,2,7,4,6,2,20,0.012618296529968454,0.0020238095238095236,0.494138408315259,0.0024948164,0.07136409780630695,0.0348281968104386,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6892,2353.12,19.625969320000003,148.12447668000001,-5.8051163599999995,10.994883199999999,44.64031333196908,2,151,14,1,43,4,63,5,2,6,1,55,0.913588850174216,0.99151185572182,0.5041663809394178,0.9913573,0.8659126814797792,0.8273458540069323,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
8439,1941.0,32.29029263999999,101.21905076000002,-0.7869295600000002,-0.7869302000000005,58.47282613068819,2,100,44,1,28,3,53,4,2,8,1,9,0.913588850174216,0.9970801115854833,0.50381958260872,0.9978383,0.8872735668871103,0.9457729658705469,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
316,1873.72,20.101364395999997,204.49534799999998,1.1992889919999996,3.5992898600000003,0.0,1,111,12,1,22,4,2,7,2,7,1,37,0.09595959595959595,0.0,0.4975051158252465,0.041546356,0.5834455551778336,0.6787229099398258,Low,Low,Medium,Low,Medium,High,Very Low,Very Low,Medium,Very Low,Medium,High,0
1693,414.72,12.335894239999998,254.06941999999998,-2.88750808,9.512492,11.092326731421052,7,77,49,1,1,5,2,7,4,8,2,3,0.2754491017964072,0.0,0.4923622562776484,0.015746301,0.074031741108471,0.04923156969773044,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0
132,2434.0,8.36347832,235.6069956,-1.84615388,2.9538462000000005,2.407899317331612,2,107,12,1,28,3,44,5,2,8,1,55,0.2558139534883721,0.015563627185152324,0.4999621206273975,0.04483094,0.7085204842453143,0.5413445906415705,Low,Low,Medium,Low,High,Medium,Low,Very Low,Medium,Very Low,High,Medium,0
1770,138.92,2.8369359480000003,182.34685280000002,0.76,1.16,82.06997164525092,5,79,49,7,1,5,2,7,4,6,2,9,0.14954682779456194,0.0004148524431543299,0.4937684117040925,0.0014757821,0.15373394346768762,0.059770707839675155,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2666,770.28,15.022434492000002,245.00187520000003,-1.3758300199999995,-14.1758302,51.43814231548458,1,24,8,1,1,5,2,7,2,7,2,21,0.6193548387096774,0.01198432055749129,0.4990083249045456,0.031195156,0.3566294687240389,0.38533105949575763,Medium,Low,Medium,Low,Medium,Medium,High,Very Low,Medium,Very Low,Low,Low,0
1494,673.6,2.0883098879999995,221.4,0.4,0.4,0.0,1,53,32,1,24,4,36,5,10,4,1,9,0.03859649122807018,0.0006428571428571428,0.49355899438121226,0.0079011405,0.2837305904841923,0.1390099264676599,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
3979,17.72,7.507071996000002,109.32984963999999,1.94588232,-4.8541175999999995,0.0185317806899547,4,103,20,7,31,3,2,7,4,3,2,39,0.012618296529968454,0.0005555555555555556,0.4903273203041528,0.006962015,0.03303821224593141,0.030942589426256217,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4203,474.2,1.4714327199999997,256.662602,-0.5,1.1,0.5400292556732893,2,132,6,1,11,3,0,9,2,2,1,9,0.03859649122807018,0.0,0.49423446072569216,0.002884428,0.13858879806455981,0.1558522912529365,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1667,174.0,5.291716720000002,183.37157639999998,-1.22307692,3.1769230800000003,0.3601733082905411,6,30,25,4,1,5,2,7,4,3,2,20,0.012618296529968454,0.0,0.49035084113206906,0.0004178149,0.03468268176977301,0.022849969500192833,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
299,1875.4,14.711219800000004,227.57379599999996,6.05995012,-17.1400502,3.630837376229465,1,111,12,1,22,4,2,7,2,7,1,55,0.2558139534883721,0.0019350649350649352,0.4983181451205734,0.009821264,0.5153503755886806,0.5,Low,Low,Medium,Low,Medium,Medium,Low,Very Low,Medium,Very Low,Medium,Medium,0
2185,200.8,22.925860840000006,177.32183240000003,2.06836868,0.8683683600000006,122.14961784798652,5,24,8,1,1,5,2,7,2,4,2,71,0.14954682779456194,0.0044739624535847485,0.4974689993594833,0.030705784,0.25947163332683987,0.12623686991005742,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
3675,84.36,2.1342249399999997,248.4,1.5,1.5,0.1122748591005802,5,131,49,7,1,5,2,7,4,6,2,9,0.012618296529968454,0.0,0.4881148883391297,0.0001265816,0.029511240845114847,0.03324956564069545,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3228,150.96,8.027684944000002,213.10132439999995,-1.10344824,-1.1034481999999999,0.8053319482132792,6,30,25,4,1,5,2,7,4,3,2,20,0.012618296529968454,0.0,0.49164418282009725,0.0007717689,0.03265307666413,0.022602308932870314,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4712,89.08,3.678618276000001,242.50631471999998,-0.34,0.06,18.88022769987583,7,16,8,7,1,5,2,7,4,3,2,13,0.012618296529968454,0.0,0.49238015804248714,0.003479606,0.04231715245215722,0.05716967972688797,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
5756,201.64,8.809022500000003,132.56418896,0.15724120000000028,0.9572415999999998,127.96923914086074,5,24,8,1,1,5,2,7,2,6,2,4,0.14954682779456194,0.003961986681465039,0.49801595759916734,0.021235019,0.48334771520696024,0.1591092005570152,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Very Low,Medium,Very Low,0
4973,52.4,2.0211051039999997,126.0,0.0,0.0,32.34625221416354,5,154,19,1,11,3,23,4,4,2,2,41,0.012618296529968454,0.0,0.49244645457678377,0.00043271808,0.024708628701614558,0.02007844042664918,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1059,408.52,15.514409352000003,156.82156966399998,1.3811490840000005,-9.418851256,28.975531144067645,5,24,8,1,1,5,2,7,2,7,2,53,0.2754491017964072,0.001158323210834371,0.4962011732456772,0.007469303,0.11940847643338362,0.07169811504555644,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2053,175.92,2.0296128079999995,131.50905244,0.6,1.0,4.764093490317464,5,163,49,1,1,5,2,7,2,7,2,64,0.012618296529968454,0.0,0.4895750593740369,0.00075742364,0.024757122447975604,0.03718408889361167,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7343,1338.28,10.457372459999998,108.34168412,-2.5882630000000004,19.81173728,92.50901388935743,2,49,11,1,38,3,59,4,11,2,2,3,0.913588850174216,0.9976762566137566,0.5039549869877369,0.99434966,0.749966933280377,0.8479945470485856,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
3541,134.04,4.057536472,186.54959040000003,0.0,0.0,0.054274084046483,6,30,25,4,1,5,2,7,4,6,2,65,0.012618296529968454,0.0,0.4897162607452234,0.00014588525,0.029738204987429136,0.029124061688597352,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
869,1531.08,9.701135464000002,177.48179175999996,2.900531960000001,5.700531959999999,79.08947326987982,2,45,11,1,11,3,41,5,8,7,1,19,0.913588850174216,0.17815171171205257,0.5041302732842524,0.115770034,0.8552381712682642,0.970521349701439,High,Low,Medium,Low,High,High,Very High,Very Low,Medium,Very Low,Very High,Very High,0
3392,136.04,2.9468079600000006,185.11058912000001,0.5,2.9,25.05843234527856,5,163,49,1,1,5,2,7,2,6,2,64,0.012618296529968454,0.0,0.49109784851615534,0.0012336499,0.02780069287061426,0.03239806570227065,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6954,1565.92,29.670861480000003,152.901261596,1.7528130599999998,1.7528133999999989,73.67006891779602,4,118,62,8,44,6,64,9,13,7,1,72,0.913588850174216,0.99984375,0.5050635351711292,0.9904835,0.8776397695057787,0.9523301332987013,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
2231,287.12,30.801510519999994,62.64568531999999,1.8439859199999995,-32.55601420000001,1.8260291703045368,1,24,8,1,1,5,2,7,2,7,2,21,0.012618296529968454,0.000625,0.49393697582193297,0.0067395386,0.17024948129829304,0.15011392909993584,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8678,1641.4,10.333118372,188.24711680000001,1.5616216399999998,-0.8383784000000003,30.632421849295497,3,148,8,1,16,3,55,5,2,7,2,3,0.7668539325842697,0.9399786503873679,0.5012277161891628,0.9633542,0.533207654286806,0.6615616841186285,High,High,Medium,High,Medium,High,High,Very High,Medium,Very High,Medium,High,1
703,2878.84,8.742434504,134.64531184,-1.66923088,-6.869231159999999,0.305407122708857,5,152,8,1,37,3,2,7,2,7,2,5,0.09595959595959595,0.0037272727272727275,0.4930462594612926,0.009128138,0.5738674811901887,0.42269170230679176,Low,Low,Medium,Low,Medium,Medium,Very Low,Very Low,Medium,Very Low,Medium,Medium,0
6513,2027.92,12.085967560000004,105.27800052,-2.843182,11.556818080000001,254.57811779528856,1,111,12,1,22,4,2,7,2,7,1,29,0.913588850174216,0.9957955526566784,0.5067382171250702,0.9990375,0.9938051936534468,0.9800845581770683,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
1128,180.8,3.71672138,229.7440956,0.08,0.08,0.0,5,24,8,1,1,5,2,7,2,7,2,2,0.012618296529968454,0.0,0.49081954876013323,0.00013632812,0.08486987900748312,0.04591743652785148,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6885,37.36,28.381174104000003,247.54224680000007,4.224822640000001,4.224823440000002,160.8920822944492,3,81,38,1,1,5,2,7,2,2,1,42,0.14954682779456194,0.9983035714285714,0.49784620014734365,0.9378229,0.5232710921355954,0.39945173688484115,Low,High,Medium,High,Medium,Medium,Very Low,Very High,Medium,Very High,Medium,Low,1
4000,38.72,2.5118596319999997,146.70026108,-1.14,3.26,54.843051090836525,3,145,19,1,29,3,54,4,12,2,2,43,0.14954682779456194,0.0011580614507443775,0.49652799047194657,0.0027139282,0.08879464977342735,0.06619394361915867,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9377,1287.8,11.623738308000002,147.07475820000002,3.548579180000001,9.94857924,20.340666642412543,3,40,8,2,1,5,14,9,2,6,2,53,0.7668539325842697,1.0,0.5037503589702874,0.99510753,0.38007438143518113,0.7841012200211269,High,High,Medium,High,Medium,High,High,Very High,Medium,Very High,Low,High,1
7381,1459.96,12.185120660000003,211.47559199999995,-9.778920880000001,-9.778920959999999,48.27924777660519,4,32,34,1,17,4,33,5,2,6,1,7,0.913588850174216,0.9979368734335838,0.5031088245145207,0.99649566,0.6015307523927674,0.7082328282598833,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,High,1
8705,1856.8,2.0211051039999997,183.6,0.0,0.0,34.3065658248961,4,118,62,8,44,6,64,9,13,4,1,53,0.913588850174216,1.0,0.5040276633836496,0.99563426,0.7361775607326048,0.9074914519606987,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
3295,258.4,26.658132256000002,193.38310239999998,-2.4955651999999997,38.704434879999994,21.27693326957524,5,24,8,1,1,5,2,7,2,7,2,4,0.012618296529968454,0.0,0.49460280812831925,0.0103860395,0.19224566470947393,0.10483262402635242,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4510,951.88,6.990503915999999,48.002467144,1.8000904800000002,3.8000904,0.0,4,118,62,8,44,6,64,9,13,6,1,13,0.15384615384615385,0.0,0.4979750765276702,0.0059197755,0.6231638932297239,0.7230085311694218,Low,Low,Medium,Low,Medium,High,Very Low,Very Low,Medium,Very Low,High,High,0
9555,875.0,22.109020079999997,258.07484840000006,-0.3086275600000002,-0.7086277200000001,52.50109822489321,4,3,35,1,18,4,40,5,2,7,1,62,0.6115384615384616,0.9962471962269757,0.5046862890440532,0.99086624,0.47817980640047714,0.5497482355928484,Medium,High,Medium,High,Medium,Medium,High,Very High,Medium,Very High,Medium,Medium,1
4307,32.32,4.329766124,225.24394,0.58769232,4.58769228,5.300223636440933,1,72,47,5,1,5,2,7,4,2,2,11,0.012618296529968454,0.0,0.4927949676970353,0.0010534328,0.04134983774085694,0.03344745023408015,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9602,1971.8,36.435559919999996,216.6555792,2.1812986,-22.618701800000004,55.25216353684664,4,41,22,1,37,3,30,5,9,7,1,63,0.913588850174216,0.9804906957810396,0.5019709759062695,0.9460319,0.758222576132779,0.6209604885921283,High,High,Medium,High,High,Medium,Very High,Very High,Medium,Very High,High,High,1
9310,174.84,29.557671600000003,209.4623976,8.83679542,-2.363204639999999,82.79734245408326,4,78,57,1,3,5,2,7,10,7,1,72,0.14954682779456194,0.9940557068981438,0.49722370969806684,0.9398558,0.2879725756974128,0.21291255758706676,Low,High,Medium,High,Low,Low,Very Low,Very High,Medium,Very High,Low,Low,1
6620,1667.64,21.584357519999998,218.45985639999998,2.1244365199999997,10.124437039999998,60.38434928096831,2,48,12,1,13,4,34,5,2,7,1,29,0.913588850174216,0.9952307268457496,0.504338556775523,0.99757415,0.8180464604447345,0.9609432701366183,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
7244,1546.0,15.548595784,139.50041968,1.2091523999999998,-17.990847199999997,0.4074169062077999,4,65,11,1,24,4,6,5,5,6,1,36,0.09595959595959595,0.9939494047619047,0.4991097853349556,0.93437576,0.33900474661436125,0.2761448386568124,Low,High,Medium,High,Medium,Low,Very Low,Very High,Medium,Very High,Low,Low,1
7964,259.8,11.515014204,87.55283744,-2.187834092,-2.187834240000001,149.50324010197073,4,118,62,8,44,6,64,9,13,3,2,13,0.5957446808510638,0.9967999999999999,0.5023586337813066,0.9834645,0.7514502962773509,0.6303853222562172,Medium,High,Medium,High,High,Medium,Medium,Very High,Medium,Very High,High,High,1
8848,2080.36,12.859972744000002,156.5370812,-1.9442398799999996,21.2557604,19.121035334654152,4,114,8,1,21,3,34,5,2,7,2,5,0.7668539325842697,0.9914235230226648,0.5012213030164892,0.9530756,0.5641211405087305,0.7092601215597728,High,High,Medium,High,Medium,High,High,Very High,Medium,Very High,Medium,High,1
4769,753.68,25.96271444,145.10157096,-10.841025559999999,-4.8410244400000035,19.746505722403526,4,134,24,1,19,4,28,5,2,7,1,6,0.52,0.010374007936507936,0.4988160008921822,0.06373922,0.3072460031519237,0.2831306655477079,Medium,Low,Medium,Low,Low,Low,Medium,Very Low,Medium,Very Low,Low,Low,0
2722,214.28,2.026729992,235.94925600000002,0.84,1.64,7.315849935635924,7,161,49,7,1,5,2,7,4,3,2,64,0.012618296529968454,0.0,0.48851161775463453,0.00015883177,0.010010167406663667,0.05284858166510035,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3758,164.36,2.6678176000000002,249.87479599999998,-1.64,0.36,35.136059092357755,7,131,49,7,1,5,2,7,4,3,2,13,0.012618296529968454,0.0,0.49239117997060505,0.0012840879,0.027697580289887332,0.041721677608130926,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1646,641.72,10.110838796,240.88324,-1.0223707279999998,5.7776292399999996,0.2055686311796307,3,76,15,2,29,3,22,4,2,7,1,77,0.03859649122807018,0.00041666666666666664,0.4925808768238782,0.002019477,0.1303930692650342,0.0600611117154929,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
940,16.28,3.0305614080000005,143.26260232,-1.88,0.92,7.704056277871132,4,144,22,1,37,3,62,4,2,2,2,24,0.09954751131221719,0.0,0.49551051129009954,0.01629769,0.05068370676698743,0.033057040131658916,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6142,2054.4,7.588744988000001,72.45314135999999,-1.5634482400000003,-1.5634482,123.35909658204764,2,100,44,1,28,3,53,4,2,6,1,31,0.913588850174216,0.9986538054968288,0.5053789286596732,0.9990361,0.9299875664239454,0.9769544811527979,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
3499,132.6,2.5997526,197.072056,-0.96,5.04,48.53588304668665,4,133,9,7,1,5,2,7,4,3,2,65,0.14954682779456194,0.0014400812457684498,0.4956313825499676,0.0135846995,0.04219114799309049,0.059413016420518196,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3941,642.88,12.14617834,226.3531164,-4.966099159999999,-4.566099320000001,0.9181801993399858,5,54,8,2,1,5,2,7,2,6,2,34,0.03859649122807018,8.293838862559243e-05,0.49427245528549973,0.0020328918,0.07392190437197936,0.06315167289116619,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8658,797.96,18.03799694,47.02092480000001,-1.2482532000000006,-1.2482533999999998,46.65673088189215,6,20,8,1,37,3,31,5,13,7,2,53,0.3978494623655914,0.9809278649591151,0.4992529924568718,0.9147145,0.31683764079977234,0.21101779751472452,Medium,High,Medium,High,Low,Low,Low,Very High,Medium,Very High,Low,Low,1
2451,8.6,2.5219606800000003,143.2626024,-0.96,5.04,41.36586526315659,1,31,18,7,1,5,2,7,4,5,2,36,0.012618296529968454,0.0,0.49634210792477906,0.013370658,0.12067778865830776,0.07789671527604962,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4809,5.44,3.43383756,198.7284104,-0.04,1.16,49.96695219911635,5,17,20,7,23,4,37,5,4,5,2,39,0.14954682779456194,0.0,0.4959437885015472,0.020366,0.1160131265788796,0.05970241094144893,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1078,326.56,27.11768092000001,162.058524,-7.7939944200000015,3.80600492,0.0,3,148,8,1,16,3,55,5,2,7,3,1,0.012618296529968454,0.0,0.49399968319805204,0.0068557537,0.08030884509072148,0.10474624219508212,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6299,1435.88,12.069810200000001,45.81080396,-5.408965439999999,-1.8089654399999997,153.90804709494114,3,0,62,8,44,6,64,9,13,6,1,9,0.913588850174216,1.0,0.5101568728461506,0.99961346,0.9854666600945646,0.9122167994746243,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
1135,199.8,4.822381428000001,92.42334041999999,-0.89764704,6.702352919999999,0.0,4,157,23,1,41,3,36,5,2,4,2,71,0.09954751131221719,9.259259259259259e-05,0.4909128484364572,0.0005552446,0.03833169400073578,0.03143612207632986,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
