,elevation_mean,slope_mean,aspect_mean,placurv_mean,procurv_mean,precipitation_mm_last_7_days,soil_tax,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_use,rock_type,rock_period,DecistionTree_prediction_prob,RandomForest_prediction_prob,AdaBoost_prediction_prob,XGBoost_prediction_prob,LogisticRegression_prediction_prob,SupportVectorMachine_prediction_prob,DecistionTree_class3,RandomForest_class3,AdaBoost_class3,XGBoost_class3,LogisticRegression_class3,SupportVectorMachine_class3,DecistionTree_class5,RandomForest_class5,AdaBoost_class5,XGBoost_class5,LogisticRegression_class5,SupportVectorMachine_class5,landslide
9619,1700.64,30.652039759999997,210.4728708,-9.516276631999999,0.08372359999999958,39.01223965361714,2,88,12,1,23,4,36,5,9,7,1,29,0.913588850174216,0.9942029960386537,0.5032285395377111,0.9886283,0.7274085140340847,0.7967748653608451,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,High,1
877,1525.36,25.1436418,232.3601968,-9.311535732,24.288464099999995,1.078310552984476,3,119,33,1,28,3,54,4,2,7,1,72,0.2558139534883721,0.0023720474927371475,0.4966457801392569,0.012410377,0.36506006422735854,0.1187641173656071,Low,Low,Medium,Low,Medium,Low,Low,Very Low,Medium,Very Low,Low,Very Low,0
5262,309.76,1.3757540239999997,203.50905292,-0.4,0.8,40.200343762524426,7,79,49,7,1,5,2,7,4,4,2,64,0.012618296529968454,0.0,0.49198538144569964,0.0017279116,0.03082588820558502,0.0515605285130305,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
5785,1304.04,30.76505752000001,162.1005468,9.598041776,-19.60195852,68.92006042227149,2,38,11,2,8,2,16,0,2,8,1,55,0.913588850174216,0.9761934965922113,0.5020973067292362,0.9590305,0.48060991439764195,0.70224381752995,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,High,1
1340,438.16,3.413567084,249.3849424,-0.66,-2.26,60.8637157548219,1,105,8,1,20,4,2,7,4,4,2,53,0.3978494623655914,0.0016041666666666665,0.49839140815028504,0.014654983,0.15408600865228209,0.15670925458222024,Medium,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3387,1126.84,16.571995492,77.441275516,-3.63984136,19.16015924,12.85254491586238,3,148,8,1,16,3,55,5,2,6,2,53,0.2558139534883721,0.004396464646464646,0.497781090636376,0.02927234,0.24841055863696715,0.16773195955787096,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Low,Very Low,0
4496,1043.12,9.831652240000004,155.1030418,0.015809091999999813,-3.9841912240000013,3.672298876568675,3,126,12,2,29,3,54,4,9,7,1,9,0.2558139534883721,0.001883116883116883,0.4979905094602836,0.036408294,0.43726580043872426,0.39520332248923357,Low,Low,Medium,Low,Medium,Medium,Low,Very Low,Medium,Very Low,Medium,Low,0
759,1603.24,25.431462264000007,128.94762695999998,-2.08983032,-10.489829839999997,0.0,4,83,22,1,37,3,58,4,2,7,1,63,0.09595959595959595,0.006477990033222592,0.49562620500389826,0.010114416,0.48076860631972523,0.16543145394498748,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Very Low,Medium,Very Low,0
1356,187.6,1.3905137879999998,132.13739792,0.0,0.8,12.460990654304624,1,58,8,6,2,5,2,7,4,6,2,3,0.012618296529968454,0.0,0.49395738004651846,0.005312175,0.1380676045062704,0.10237678173541384,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7782,1502.52,3.6564855319999996,146.8223988,0.68,3.08,54.826271357014775,1,0,62,8,44,6,64,9,13,3,1,36,0.913588850174216,1.0,0.5073535667559104,0.9996455,0.8846697749959845,0.9082242215366005,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
3094,-1.6,1.3569365079999998,217.062602,-0.5,0.7,252.01332788169384,7,146,18,7,23,4,2,7,4,5,2,36,0.14954682779456194,0.0091889400921659,0.49917512340029435,0.116310045,0.6182117163574136,0.1692615039747892,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Very Low,High,Very Low,0
5088,511.84,32.358628144,163.28160060000002,1.0343198639999995,1.034320560000001,0.0,5,54,8,2,1,5,2,7,2,7,2,53,0.03859649122807018,8.293838862559243e-05,0.4927576887540593,0.0019478962,0.09103017480080978,0.07991887772462992,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2093,133.24,1.9912765319999997,162.17594791999997,-0.72,3.68,0.2004797607660293,1,112,49,1,1,5,2,7,4,3,2,68,0.012618296529968454,0.0,0.48741565953057764,3.1765238e-05,0.02430656172072127,0.028559961904687986,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7441,1510.64,29.222477599999998,54.565336079999994,-15.980590376,3.619410904,33.57913919258863,1,65,11,1,24,4,6,5,5,6,1,36,0.913588850174216,0.9994444444444445,0.5039430607331693,0.99174166,0.5903238597882438,0.6464031627195058,High,High,Medium,High,Medium,Medium,Very High,Very High,Medium,Very High,Medium,High,1
3178,289.8,4.066442076000001,232.252078,0.0,6.4,8.165524182841182,6,144,22,1,37,3,62,4,2,7,2,54,0.09954751131221719,0.00125,0.4955689166261089,0.01336296,0.06775279997404797,0.10761380529846522,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9091,1590.76,18.782663308,46.460365120000006,2.9706594800000006,10.570659759999998,8.804302640259266,3,26,22,2,35,4,35,5,2,7,1,63,0.4962962962962963,0.9761059948888091,0.500853818169416,0.96528584,0.6354342440780013,0.42643558668213993,Medium,High,Medium,High,Medium,Medium,Medium,Very High,Medium,Very High,High,Medium,1
5370,925.76,16.431774144000006,79.699775748,0.7844517999999998,-6.015548320000001,1.6477574100717902,3,26,22,2,35,4,35,5,2,7,1,63,0.4962962962962963,0.007998662597373416,0.49698425738503454,0.053894315,0.3789805735200992,0.1372048990069239,Medium,Low,Medium,Low,Medium,Low,Medium,Very Low,Medium,Very Low,Low,Very Low,0
7640,1461.2,2.990634124,139.99330296,-0.16,3.04,208.4839775469154,3,0,62,8,44,6,64,9,13,7,1,36,0.913588850174216,1.0,0.5089439841753167,0.99970704,0.9928019691713332,0.9446126000645538,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
319,2664.12,9.498910248000005,117.18035892,0.16758617999999983,8.16758636,5.102091666311026,2,45,11,1,11,3,41,5,8,7,1,9,0.4962962962962963,0.021828260676944888,0.5008388053348038,0.026737956,0.8619016565186387,0.9123702798471314,Medium,Low,Medium,Low,High,High,Medium,Very Low,Medium,Very Low,Very High,Very High,0
848,1742.52,19.555431520000003,82.14155004,-6.86683656,-2.0668371999999993,46.99244124628604,1,111,12,1,22,4,2,7,2,7,1,36,0.913588850174216,0.04078296364310682,0.5035961851401812,0.13758348,0.7359710047857708,0.8767350900576018,High,Low,Medium,Low,High,High,Very High,Very Low,Medium,Very Low,High,Very High,0
9448,469.72,16.815510679999996,151.62038664000002,0.4591422480000006,6.059142559999999,133.764092550613,2,33,13,1,42,3,31,5,10,7,1,17,0.6193548387096774,0.9900187510660072,0.502821636483467,0.96405166,0.8756482142628591,0.9030900635200092,Medium,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1
2785,187.0,2.4892236839999997,230.4,0.8,-1.6,180.2916163727641,5,24,8,1,1,5,2,7,2,4,2,79,0.14954682779456194,0.0010249673741328388,0.4975945647748511,0.012128331,0.3854527895359951,0.12824743842867806,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
1443,687.68,5.365371772,178.75394799999998,0.779999988,-8.02,114.12671389058232,1,53,32,1,24,4,36,5,10,6,1,9,0.6193548387096774,0.030311751826135654,0.5006304081580075,0.05825911,0.8003903285002384,0.8285113373028091,Medium,Low,Medium,Low,High,High,High,Very Low,Medium,Very Low,Very High,Very High,0
8997,1012.36,5.486661079999999,179.69776720000002,-0.8446153839999999,1.5553845999999998,4.81627987511456,4,3,35,1,18,4,40,5,2,7,1,62,0.4962962962962963,0.9985185185185185,0.5013060569757214,0.9577808,0.30633999191444194,0.19571289930684302,Medium,High,Medium,High,Low,Low,Medium,Very High,Medium,Very High,Low,Very Low,1
2028,151.56,8.188531616,123.31183332,-0.48895252,-10.0889528,1.428094444796443,6,121,1,1,27,4,2,7,4,3,2,12,0.012618296529968454,0.0,0.49088127180282604,0.0023600624,0.042578941556655425,0.0282262951061691,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4935,215.28,19.134526452000003,161.92135919999998,0.49402155999999964,21.294021320000002,5.844708417542279,7,77,49,1,1,5,2,7,4,8,2,3,0.012618296529968454,0.0,0.48976494814211746,0.0013992145,0.0781590814799117,0.05149287954135699,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3983,444.64,2.2955859880000005,244.202758,0.1,1.3,11.886423850432038,1,105,8,1,20,4,2,7,4,7,2,53,0.2754491017964072,0.0,0.49566143848220845,0.0033494968,0.10700719456044934,0.09858937204613075,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4471,230.36,6.6234096120000014,92.27538608,0.9569230799999999,-0.6430769199999997,0.1685169357806444,7,77,49,1,1,5,2,7,4,6,2,64,0.012618296529968454,0.0,0.4873680451479719,0.00010779506,0.0256173202079494,0.030976836032758904,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
5250,659.64,22.361914223999996,250.05369480000002,-14.153462120000002,-13.753461999999997,0.4475935027003288,4,114,8,1,21,3,34,5,2,7,2,5,0.03859649122807018,0.0,0.49289573486528904,0.0011214211,0.11220688204823999,0.10123466729323558,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6341,1915.92,3.8175262560000003,233.48454040000001,-2.16769232,1.43230772,189.75542861875147,3,120,33,1,44,6,54,4,13,7,1,60,0.913588850174216,1.0,0.5047834210094176,0.99901867,0.9683720285582238,0.9101133153958834,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
5999,2379.2,21.348882704,83.49337744799999,4.619223052000001,31.419223199999998,49.34771693125367,2,109,11,1,29,3,50,4,4,3,1,56,0.913588850174216,0.9888130400752942,0.5036100339890416,0.9807493,0.833311635441048,0.8415141266770901,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
8988,853.0,14.968289772,232.87632200000004,5.353895720000001,5.353895920000002,5.585905594751239,4,142,7,1,39,3,2,7,2,7,1,62,0.2558139534883721,0.9954117147707978,0.500250453539781,0.9700467,0.22279183277769593,0.3615644724787532,Low,High,Medium,High,Low,Medium,Low,Very High,Medium,Very High,Low,Low,1
2512,742.56,17.19235364,143.69718360000002,4.336749708,-6.0632506799999994,2.371229317039252,4,21,52,1,1,5,2,7,10,7,1,36,0.03859649122807018,0.0,0.49479651327315594,0.0074025304,0.22801700191313545,0.07110902418006268,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
4161,305.4,7.006098423999999,213.7265448,-2.6553845999999997,3.3446154000000003,3.882502721622586,5,163,49,1,1,5,2,7,2,4,2,64,0.012618296529968454,0.0,0.4898142107766942,0.00017344487,0.016814818490449537,0.025332836154038117,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
374,1559.2,42.52502304000001,166.4850372,-7.24872664,8.351274,1.7763775996863842,2,45,11,1,11,3,41,5,8,8,1,27,0.4962962962962963,0.01341335300004655,0.500278821706293,0.049383245,0.6639009586766057,0.48105558511297764,Medium,Low,Medium,Low,High,Medium,Medium,Very Low,Medium,Very Low,High,Medium,0
8824,1929.36,16.605280903999994,206.9591348,-2.2046075999999997,-2.2046077999999985,69.76933319494128,5,19,10,1,15,3,61,4,10,7,2,53,0.913588850174216,0.994519457641129,0.5027602115620972,0.9971228,0.6665761230145231,0.9232820497853947,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
9684,167.8,4.853133548,53.317403080000005,0.84,0.44,19.16258727759123,3,118,62,8,44,6,64,9,13,3,2,13,0.09954751131221719,0.9987096774193549,0.49896333448316565,0.9630854,0.2549134691404088,0.27210109512759795,Low,High,Medium,High,Low,Low,Very Low,Very High,Medium,Very High,Low,Low,1
3527,259.12,30.2997246,222.09838680000001,17.616236960000002,-41.98376335999999,0.1027720347046852,5,24,8,1,1,5,2,7,2,7,2,53,0.012618296529968454,0.0005,0.48995253081127893,0.0009782917,0.07350133601823156,0.11954462153984063,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9071,2175.36,31.373483440000005,161.70162560000003,-6.26568216,3.3343167199999995,4.489520142786205,1,22,23,1,20,4,31,5,2,7,2,53,0.4962962962962963,0.9954494327828368,0.49912604652513315,0.9242126,0.5515398805423265,0.6568777654139449,Medium,High,Medium,High,Medium,Medium,Medium,Very High,Medium,Very High,Medium,High,1
6424,425.56,8.547490644000003,43.849996520000005,-1.0153846,-1.0153846,88.70987612567842,3,118,62,8,44,6,64,9,13,4,1,77,0.8111111111111111,0.9999479166666667,0.5029598741457237,0.99404633,0.6485023250313514,0.8427130726615243,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1
1506,92.08,2.4591214359999993,82.79999992,0.5,0.5,72.87180569395423,7,155,11,1,11,3,36,5,6,2,2,45,0.14954682779456194,0.0,0.4937870545065487,0.004514843,0.06263644023008079,0.057543548927346616,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3168,157.48,7.6613890320000015,220.59018640000002,0.01918563999999975,0.8191855199999998,54.17158119380474,7,122,49,1,1,5,2,7,2,7,2,64,0.14954682779456194,7.142857142857142e-05,0.49277359153708106,0.0032513351,0.04651967607668541,0.05037352884955949,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
372,1931.04,21.781701440000003,216.3507548,-2.6087359199999995,-10.208735936,0.0,2,7,11,1,28,4,64,9,2,7,1,29,0.15384615384615385,0.003018796992481203,0.4984076121354665,0.015275926,0.8830242624820649,0.8691180582199075,Low,Low,Medium,Low,High,High,Very Low,Very Low,Medium,Very Low,Very High,Very High,0
6720,2470.28,28.008081504000003,90.66595108,15.215182239999999,-40.384818800000005,63.72930077277124,2,125,12,1,23,4,2,7,2,7,1,72,0.913588850174216,0.9937674220925251,0.503372005385035,0.9344253,0.8488263418507606,0.6592582566888426,High,High,Medium,High,High,Medium,Very High,Very High,Medium,Very High,Very High,High,1
7083,1959.88,29.00292692,220.197464,12.809105936000002,-44.79089472,112.21226052567364,3,165,11,2,28,3,46,4,2,8,1,55,0.913588850174216,0.9966434711779446,0.5032979178214005,0.9831571,0.8779098430371134,0.8202059071866584,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
4985,30.0,3.587725560000001,245.862602,1.08,1.48,33.46108799427748,7,72,47,5,1,5,2,7,4,2,2,9,0.012618296529968454,0.0,0.49279705884766534,0.00049679703,0.030345732088240325,0.03128339216553247,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4432,236.4,9.1075114,47.79991100000001,-0.857104068,-0.8571040400000001,18.603268509730697,5,24,8,1,1,5,2,7,2,3,2,79,0.012618296529968454,0.00025,0.4957755603729699,0.007414144,0.04559131452354063,0.07123161161305964,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9053,124.92,11.327443771999999,150.65696856,-1.633739252,-16.033739519999997,117.16284101456404,4,78,57,1,3,5,2,7,10,7,1,72,0.14954682779456194,0.998690476190476,0.4963305994332539,0.9395598,0.3224109393250859,0.23000155932675959,Low,High,Medium,High,Low,Low,Very Low,Very High,Medium,Very High,Low,Low,1
1325,1090.68,15.947979124000003,151.797702,-9.71373976,-0.5137394400000005,56.35501607786864,4,81,38,1,1,5,2,7,2,7,1,9,0.6115384615384616,0.05105551451632726,0.5012300536391044,0.065906644,0.49449273907760893,0.3899859838757014,Medium,Low,Medium,Low,Medium,Medium,High,Very Low,Medium,Very Low,Medium,Low,0
6498,2026.16,5.854469136000001,256.42748639999996,1.232307704,-2.36769228,262.61195922642946,1,111,12,1,22,4,2,7,2,6,1,37,0.913588850174216,0.9997916666666665,0.5072439509972477,0.99959093,0.9907954464871203,0.9642642119308488,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
3859,106.0,0.0,270.0,0.0,0.0,1.8628454180434344,0,1,0,0,0,0,1,1,1,0,0,0,0.012618296529968454,0.0,0.49243788151387596,0.002469284,0.07698502051041385,0.269972296491326,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Low,0
1579,150.24,6.730066852000001,176.89335720000003,-0.6947511079999998,0.9052488799999995,0.1582123637199401,4,60,28,1,37,3,32,5,8,3,1,28,0.09954751131221719,0.001893939393939394,0.49238341267015767,0.003642133,0.11152707266462655,0.029328755867404233,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4192,885.4,4.890008679999999,189.04020359999998,-0.74,-2.34,82.12727922294289,3,162,11,1,36,4,15,0,2,3,1,29,0.6115384615384616,0.008305469183952155,0.5014707701030725,0.09046237,0.23039221156072806,0.5913204383046665,Medium,Low,Medium,Low,Low,Medium,High,Very Low,Medium,Very Low,Low,Medium,0
8758,2901.68,20.326055547999996,163.085854,-8.970254851999998,13.029744800000003,15.45853403955698,1,73,8,1,24,4,2,7,2,7,2,23,0.7668539325842697,0.9938348595848596,0.5004488877017693,0.93436414,0.7713193424969267,0.8622274139965609,High,High,Medium,High,High,High,High,Very High,Medium,Very High,High,Very High,1
3250,113.6,3.0674119679999996,218.42834599999998,-0.38,6.82,5.263644559308887,7,16,8,7,1,5,2,7,4,3,2,67,0.012618296529968454,8.293838862559243e-05,0.4892734854829341,0.00033303103,0.02106117597504537,0.06758704014922749,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9354,491.76,28.547037384,95.25489008000001,1.4055144400000006,-33.79448532000001,16.223656261339784,4,164,55,1,29,3,25,5,2,7,1,62,0.52,0.9989583333333334,0.4996362576384136,0.96585774,0.12269575404876305,0.1725881276080794,Medium,High,Medium,High,Low,Low,Medium,Very High,Medium,Very High,Very Low,Very Low,1
2637,4.88,1.6999663519999997,130.66260232000002,0.0,0.4,0.0112943649291992,7,146,18,7,23,4,2,7,4,5,2,42,0.012618296529968454,0.0,0.48990295157392794,0.0029644563,0.02130785339992498,0.037568530214817486,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4295,461.56,29.17896308,165.56562168,-7.207267840000002,-7.207267279999996,0.0441109128296375,7,77,49,1,1,5,2,7,4,8,2,3,0.03859649122807018,0.0,0.48819273096708626,0.0024724326,0.07176687808242199,0.0625994052529313,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
129,2886.72,18.600062480000002,152.64604219999998,-4.24084712,-12.64084688,0.0,2,107,12,1,28,3,44,5,2,7,1,55,0.09595959595959595,0.0010520833333333333,0.4945071102837464,0.007803592,0.779877193063396,0.5268191900745647,Low,Low,Medium,Low,High,Medium,Very Low,Very Low,Medium,Very Low,High,Medium,0
1635,1077.6,16.578237876000003,79.38847858000001,0.19137011999999984,-7.008630079999998,0.5568686407059431,3,76,15,2,29,3,22,4,2,7,2,77,0.09595959595959595,0.0037547757475083054,0.4945383016325884,0.0011086351,0.1247861861373663,0.057541703152630776,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8153,76.08,1.8797044999999997,243.352272,0.1,4.9,17.444889146834612,6,144,22,1,37,3,62,4,2,4,2,24,0.09954751131221719,0.9974596774193549,0.49702493051497343,0.89545393,0.05743392378938759,0.07068591856383517,Low,High,Medium,High,Low,Low,Very Low,Very High,Medium,Very High,Very Low,Very Low,1
5219,321.2,27.681001879999993,84.93772412,11.439375479999999,-29.76062428,0.2481396980583667,1,112,49,1,1,5,2,7,4,8,2,3,0.012618296529968454,0.0,0.48797158708893434,0.00090016786,0.14636076877928333,0.13639169878020632,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7651,555.48,15.201935127999997,141.7211584,-1.0209840400000005,8.179016160000002,24.349570780992508,3,118,62,8,44,6,64,9,13,7,1,62,0.2754491017964072,0.9977204106280193,0.5012363490333133,0.9568781,0.5400725018749662,0.8153302587269274,Low,High,Medium,High,Medium,High,Low,Very High,Medium,Very High,Medium,Very High,1
7073,404.08,14.007851943999997,242.21711200000001,-1.35930656,-1.3593066800000013,95.25538319256157,2,33,13,1,42,3,31,5,10,3,1,15,0.6193548387096774,0.9769082507166744,0.5023271553647738,0.93520945,0.6117110447390979,0.6383887896539141,Medium,High,Medium,High,Medium,Medium,High,Very High,Medium,Very High,High,High,1
370,2194.92,32.088487560000004,234.42293879999997,-8.5174188,-32.1174196,37.46666477806866,5,19,10,1,15,3,61,4,10,7,2,53,0.913588850174216,0.04817438376259747,0.5000549258083169,0.13935901,0.5479800393203841,0.5227218864573938,High,Low,Medium,Low,Medium,Medium,Very High,Very Low,Medium,Very Low,Medium,Medium,0
5884,2536.28,5.443701212,132.39100524000003,2.6670588799999995,2.6670590399999994,47.6936448905617,2,44,11,1,11,3,41,5,11,8,1,55,0.913588850174216,0.9958658481976272,0.5044536630058796,0.99643576,0.8834330247105737,0.9163573914321423,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
2116,442.84,7.017632927999999,163.56925079999996,2.4353846,-1.5646154,0.4220939138904214,1,105,8,1,20,4,2,7,4,7,2,53,0.03859649122807018,0.0,0.4931523209279703,0.0010739517,0.10650390322031253,0.07237503947694178,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1820,201.92,3.1292978840000014,249.462602,-0.5,4.3,6.165761143900454,1,112,49,1,1,5,2,7,4,6,2,3,0.012618296529968454,0.0,0.4906551747581295,0.0004101002,0.07346866237829908,0.03663112662235128,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
881,2749.76,17.9150772,260.9268796,-4.4262787679999995,8.77372144,0.0,3,46,8,1,1,5,2,7,8,7,2,53,0.09595959595959595,0.0016228070175438598,0.4967429309223607,0.07373744,0.4991788648509984,0.7661799592595336,Low,Low,Medium,Low,Medium,High,Very Low,Very Low,Medium,Very Low,Medium,High,0
4327,628.44,27.891056139999996,238.8349064,-9.49653352,29.70346732,52.47056055255234,3,81,38,1,1,5,2,7,2,7,1,75,0.3978494623655914,0.00614360119047619,0.4976442646800054,0.006119457,0.2779806617602675,0.14749380889913452,Medium,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Low,Very Low,0
8569,266.64,20.042537960000004,140.59953439999998,6.660639719999999,6.660640000000001,176.7330649998039,4,56,12,1,29,3,64,9,2,7,2,46,0.5957446808510638,0.9984225571725571,0.5025787567014651,0.9778275,0.9092218897599982,0.8846114406000721,Medium,High,Medium,High,High,High,Medium,Very High,Medium,Very High,Very High,Very High,1
5509,118.84,13.517090640000003,262.2462688,1.71753612,-22.682464160000006,131.0578047586605,4,133,9,7,1,5,2,7,4,4,2,66,0.14954682779456194,0.003201625257312461,0.49654911751488023,0.034179226,0.15288204150944024,0.13209740503900194,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
432,2644.12,38.97181272000001,81.08548972,-20.508138,51.89186312,41.28237980417907,5,19,10,1,15,3,61,4,10,7,2,53,0.47619047619047616,0.008696370214752568,0.49867256045921937,0.050525952,0.8022265272269195,0.4354717509470205,Medium,Low,Medium,Low,High,Medium,Medium,Very Low,Medium,Very Low,Very High,Medium,0
9092,140.6,7.072725128000001,63.65249548,-1.187692308,5.212307719999999,75.50606814958155,3,126,12,2,29,3,54,4,9,7,2,80,0.7894736842105263,0.9944829997039467,0.5003850815567569,0.95646155,0.21219592314842795,0.1806969449614269,High,High,Medium,High,Low,Low,High,Very High,Medium,Very High,Low,Very Low,1
7138,1547.44,27.02853784,205.84825120000002,-0.8686702400000001,-6.868670999999999,73.26377682201564,3,119,33,1,28,3,54,4,2,7,1,53,0.913588850174216,0.9811524861926432,0.501799409415502,0.9931758,0.717846373999796,0.8967790402540275,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
6445,770.0,12.083314600000003,259.96263,-5.31374412,-5.313744440000001,203.6824048962444,3,76,15,2,29,3,22,4,2,7,2,77,0.3978494623655914,0.9879667150659799,0.4996865405331043,0.8931919,0.7023190830946282,0.6828709750856725,Medium,High,Medium,High,High,High,Low,Very High,Medium,Very High,High,High,1
1591,977.24,1.4879919639999997,190.8,0.5,0.5,0.0,7,29,11,7,1,5,2,7,4,3,1,9,0.09595959595959595,0.0,0.493426016860537,0.022281848,0.152059281412924,0.13006236088615558,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
5239,379.72,5.557128196000001,215.9790144,-1.5017013600000002,-1.5017014400000002,116.122853230685,2,63,2,2,28,3,52,4,9,3,2,15,0.6193548387096774,0.013298669467787114,0.4999854009085782,0.04824507,0.4829942449634724,0.5454717429121971,Medium,Low,Medium,Low,Medium,Medium,High,Very Low,Medium,Very Low,Medium,Medium,0
4268,89.6,5.065455596,246.68767960000005,0.8753846,2.8753846,0.0,4,133,9,7,1,5,2,7,4,4,2,79,0.012618296529968454,0.0005369982176854216,0.49093535318614223,0.002342271,0.016830530618191012,0.05831881214061218,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3727,204.68,4.927042068,250.7314184,0.10470587999999999,-7.4952942,0.1528705693781376,7,77,49,1,1,5,2,7,4,6,2,3,0.012618296529968454,0.0,0.48633195387658207,7.293407e-05,0.03451515719866865,0.02742188332187453,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3863,910.8,12.56101148,158.58866376,1.99058824,-11.209412,19.414143668487668,3,81,38,1,1,5,2,7,2,7,1,77,0.22448979591836735,0.03012664087476236,0.49766174255600454,0.061889064,0.2037888451640271,0.11585304281344692,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Low,Very Low,0
1876,730.72,7.002415176,157.32278516,-1.0722265320000002,-7.072226560000001,26.758011369034648,4,74,48,1,1,5,2,7,2,6,1,35,0.2754491017964072,0.03066851756231741,0.49788745971248716,0.019051261,0.20509641827289854,0.09906398466529152,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Low,Very Low,0
2654,208.8,13.224872980000004,119.40752100000002,13.57979108,7.979790760000001,42.20313572138548,5,24,8,1,1,5,2,7,2,7,2,3,0.012618296529968454,0.0,0.4960755398211854,0.0142149925,0.25951479299488933,0.12435923383476022,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
